t_wall_s,step,obs_id,x_m,y_m,vx_mps,vy_mps,speed_mps,course_deg,radius_m
81.478,749,2,587.490,544.380,0.100,6.200,6.201,89.076,16.000
81.478,749,3,492.510,485.580,-0.100,-5.800,5.801,269.012,16.000
81.588,750,0,515.000,207.500,5.800,0.100,5.801,0.988,16.000
81.588,750,1,625.000,262.500,-4.200,-0.100,4.201,181.364,14.000
81.588,750,2,587.500,545.000,0.100,6.200,6.201,89.076,16.000
81.588,750,3,492.500,485.000,-0.100,-5.800,5.801,269.012,16.000
81.698,751,0,515.580,207.510,5.800,0.100,5.801,0.988,16.000
81.698,751,1,624.580,262.490,-4.200,-0.100,4.201,181.364,14.000
81.698,751,2,587.510,545.620,0.100,6.200,6.201,89.076,16.000
81.698,751,3,492.490,484.420,-0.100,-5.800,5.801,269.012,16.000
81.807,752,0,516.160,207.520,5.800,0.100,5.801,0.988,16.000
81.807,752,1,624.160,262.480,-4.200,-0.100,4.201,181.364,14.000
81.807,752,2,587.520,546.240,0.100,6.200,6.201,89.076,16.000
81.807,752,3,492.480,483.840,-0.100,-5.800,5.801,269.012,16.000
81.915,753,0,516.740,207.530,5.800,0.100,5.801,0.988,16.000
81.915,753,1,623.740,262.470,-4.200,-0.100,4.201,181.364,14.000
81.915,753,2,587.530,546.860,0.100,6.200,6.201,89.076,16.000
81.915,753,3,492.470,483.260,-0.100,-5.800,5.801,269.012,16.000
82.024,754,0,517.320,207.540,5.800,0.100,5.801,0.988,16.000
82.024,754,1,623.320,262.460,-4.200,-0.100,4.201,181.364,14.000
82.024,754,2,587.540,547.480,0.100,6.200,6.201,89.076,16.000
82.024,754,3,492.460,482.680,-0.100,-5.800,5.801,269.012,16.000
82.132,755,0,517.900,207.550,5.800,0.100,5.801,0.988,16.000
82.132,755,1,622.900,262.450,-4.200,-0.100,4.201,181.364,14.000
82.132,755,2,587.550,548.100,0.100,6.200,6.201,89.076,16.000
82.132,755,3,492.450,482.100,-0.100,-5.800,5.801,269.012,16.000
82.242,756,0,518.480,207.560,5.800,0.100,5.801,0.988,16.000
82.242,756,1,622.480,262.440,-4.200,-0.100,4.201,181.364,14.000
82.242,756,2,587.560,548.720,0.100,6.200,6.201,89.076,16.000
82.242,756,3,492.440,481.520,-0.100,-5.800,5.801,269.012,16.000
82.350,757,0,519.060,207.570,5.800,0.100,5.801,0.988,16.000
82.350,757,1,622.060,262.430,-4.200,-0.100,4.201,181.364,14.000
82.350,757,2,587.570,549.340,0.100,6.200,6.201,89.076,16.000
82.350,757,3,492.430,480.940,-0.100,-5.800,5.801,269.012,16.000
82.459,758,0,519.640,207.580,5.800,0.100,5.801,0.988,16.000
82.459,758,1,621.640,262.420,-4.200,-0.100,4.201,181.364,14.000
82.459,758,2,587.580,549.960,0.100,6.200,6.201,89.076,16.000
82.459,758,3,492.420,480.360,-0.100,-5.800,5.801,269.012,16.000
82.568,759,0,520.220,207.590,5.800,0.100,5.801,0.988,16.000
82.568,759,1,621.220,262.410,-4.200,-0.100,4.201,181.364,14.000
82.568,759,2,587.590,550.580,0.100,6.200,6.201,89.076,16.000
82.568,759,3,492.410,479.780,-0.100,-5.800,5.801,269.012,16.000
82.675,760,0,520.800,207.600,5.800,0.100,5.801,0.988,16.000
82.675,760,1,620.800,262.400,-4.200,-0.100,4.201,181.364,14.000
82.675,760,2,587.600,551.200,0.100,6.200,6.201,89.076,16.000
82.675,760,3,492.400,479.200,-0.100,-5.800,5.801,269.012,16.000
82.785,761,0,521.380,207.610,5.800,0.100,5.801,0.988,16.000
82.785,761,1,620.380,262.390,-4.200,-0.100,4.201,181.364,14.000
82.785,761,2,587.610,551.820,0.100,6.200,6.201,89.076,16.000
82.785,761,3,492.390,478.620,-0.100,-5.800,5.801,269.012,16.000
82.893,762,0,521.960,207.620,5.800,0.100,5.801,0.988,16.000
82.893,762,1,619.960,262.380,-4.200,-0.100,4.201,181.364,14.000
82.893,762,2,587.620,552.440,0.100,6.200,6.201,89.076,16.000
82.893,762,3,492.380,478.040,-0.100,-5.800,5.801,269.012,16.000
83.004,763,0,522.540,207.630,5.800,0.100,5.801,0.988,16.000
83.004,763,1,619.540,262.370,-4.200,-0.100,4.201,181.364,14.000
83.004,763,2,587.630,553.060,0.100,6.200,6.201,89.076,16.000
83.004,763,3,492.370,477.460,-0.100,-5.800,5.801,269.012,16.000
83.113,764,0,523.120,207.640,5.800,0.100,5.801,0.988,16.000
83.113,764,1,619.120,262.360,-4.200,-0.100,4.201,181.364,14.000
83.113,764,2,587.640,553.680,0.100,6.200,6.201,89.076,16.000
83.113,764,3,492.360,476.880,-0.100,-5.800,5.801,269.012,16.000
83.222,765,0,523.700,207.650,5.800,0.100,5.801,0.988,16.000
83.222,765,1,618.700,262.350,-4.200,-0.100,4.201,181.364,14.000
83.222,765,2,587.650,554.300,0.100,6.200,6.201,89.076,16.000
83.222,765,3,492.350,476.300,-0.100,-5.800,5.801,269.012,16.000
83.332,766,0,524.280,207.660,5.800,0.100,5.801,0.988,16.000
83.332,766,1,618.280,262.340,-4.200,-0.100,4.201,181.364,14.000
83.332,766,2,587.660,554.920,0.100,6.200,6.201,89.076,16.000
83.332,766,3,492.340,475.720,-0.100,-5.800,5.801,269.012,16.000
83.441,767,0,524.860,207.670,5.800,0.100,5.801,0.988,16.000
83.441,767,1,617.860,262.330,-4.200,-0.100,4.201,181.364,14.000
83.441,767,2,587.670,555.540,0.100,6.200,6.201,89.076,16.000
83.441,767,3,492.330,475.140,-0.100,-5.800,5.801,269.012,16.000
83.551,768,0,525.440,207.680,5.800,0.100,5.801,0.988,16.000
83.551,768,1,617.440,262.320,-4.200,-0.100,4.201,181.364,14.000
83.551,768,2,587.680,556.160,0.100,6.200,6.201,89.076,16.000
83.551,768,3,492.320,474.560,-0.100,-5.800,5.801,269.012,16.000
83.661,769,0,526.020,207.690,5.800,0.100,5.801,0.988,16.000
83.661,769,1,617.020,262.310,-4.200,-0.100,4.201,181.364,14.000
83.661,769,2,587.690,556.780,0.100,6.200,6.201,89.076,16.000
83.661,769,3,492.310,473.980,-0.100,-5.800,5.801,269.012,16.000
83.767,770,0,526.600,207.700,5.800,0.100,5.801,0.988,16.000
83.767,770,1,616.600,262.300,-4.200,-0.100,4.201,181.364,14.000
83.767,770,2,587.700,557.400,0.100,6.200,6.201,89.076,16.000
83.767,770,3,492.300,473.400,-0.100,-5.800,5.801,269.012,16.000
83.876,771,0,527.180,207.710,5.800,0.100,5.801,0.988,16.000
83.876,771,1,616.180,262.290,-4.200,-0.100,4.201,181.364,14.000
83.876,771,2,587.710,558.020,0.100,6.200,6.201,89.076,16.000
83.876,771,3,492.290,472.820,-0.100,-5.800,5.801,269.012,16.000
83.986,772,0,527.760,207.720,5.800,0.100,5.801,0.988,16.000
83.986,772,1,615.760,262.280,-4.200,-0.100,4.201,181.364,14.000
83.986,772,2,587.720,558.640,0.100,6.200,6.201,89.076,16.000
83.986,772,3,492.280,472.240,-0.100,-5.800,5.801,269.012,16.000
84.093,773,0,528.340,207.730,5.800,0.100,5.801,0.988,16.000
84.093,773,1,615.340,262.270,-4.200,-0.100,4.201,181.364,14.000
84.093,773,2,587.730,559.260,0.100,6.200,6.201,89.076,16.000
84.093,773,3,492.270,471.660,-0.100,-5.800,5.801,269.012,16.000
84.203,774,0,528.920,207.740,5.800,0.100,5.801,0.988,16.000
84.203,774,1,614.920,262.260,-4.200,-0.100,4.201,181.364,14.000
84.203,774,2,587.740,559.880,0.100,6.200,6.201,89.076,16.000
84.203,774,3,492.260,471.080,-0.100,-5.800,5.801,269.012,16.000
84.311,775,0,529.500,207.750,5.800,0.100,5.801,0.988,16.000
84.311,775,1,614.500,262.250,-4.200,-0.100,4.201,181.364,14.000
84.311,775,2,587.750,560.500,0.100,6.200,6.201,89.076,16.000
84.311,775,3,492.250,470.500,-0.100,-5.800,5.801,269.012,16.000
84.420,776,0,530.080,207.760,5.800,0.100,5.801,0.988,16.000
84.420,776,1,614.080,262.240,-4.200,-0.100,4.201,181.364,14.000
84.420,776,2,587.760,561.120,0.100,6.200,6.201,89.076,16.000
84.420,776,3,492.240,469.920,-0.100,-5.800,5.801,269.012,16.000
84.530,777,0,530.660,207.770,5.800,0.100,5.801,0.988,16.000
84.530,777,1,613.660,262.230,-4.200,-0.100,4.201,181.364,14.000
84.530,777,2,587.770,561.740,0.100,6.200,6.201,89.076,16.000
84.530,777,3,492.230,469.340,-0.100,-5.800,5.801,269.012,16.000
84.638,778,0,531.240,207.780,5.800,0.100,5.801,0.988,16.000
84.638,778,1,613.240,262.220,-4.200,-0.100,4.201,181.364,14.000
84.638,778,2,587.780,562.360,0.100,6.200,6.201,89.076,16.000
84.638,778,3,492.220,468.760,-0.100,-5.800,5.801,269.012,16.000
84.746,779,0,531.820,207.790,5.800,0.100,5.801,0.988,16.000
84.746,779,1,612.820,262.210,-4.200,-0.100,4.201,181.364,14.000
84.746,779,2,587.790,562.980,0.100,6.200,6.201,89.076,16.000
84.746,779,3,492.210,468.180,-0.100,-5.800,5.801,269.012,16.000
84.854,780,0,532.400,207.800,5.800,0.100,5.801,0.988,16.000
84.854,780,1,612.400,262.200,-4.200,-0.100,4.201,181.364,14.000
84.854,780,2,587.800,563.600,0.100,6.200,6.201,89.076,16.000
84.854,780,3,492.200,467.600,-0.100,-5.800,5.801,269.012,16.000
84.963,781,0,532.980,207.810,5.800,0.100,5.801,0.988,16.000
84.963,781,1,611.980,262.190,-4.200,-0.100,4.201,181.364,14.000
84.963,781,2,587.810,564.220,0.100,6.200,6.201,89.076,16.000
84.963,781,3,492.190,467.020,-0.100,-5.800,5.801,269.012,16.000
85.072,782,0,533.560,207.820,5.800,0.100,5.801,0.988,16.000
85.072,782,1,611.560,262.180,-4.200,-0.100,4.201,181.364,14.000
85.072,782,2,587.820,564.840,0.100,6.200,6.201,89.076,16.000
85.072,782,3,492.180,466.440,-0.100,-5.800,5.801,269.012,16.000
85.181,783,0,534.140,207.830,5.800,0.100,5.801,0.988,16.000
85.181,783,1,611.140,262.170,-4.200,-0.100,4.201,181.364,14.000
85.181,783,2,587.830,565.460,0.100,6.200,6.201,89.076,16.000
85.181,783,3,492.170,465.860,-0.100,-5.800,5.801,269.012,16.000
85.290,784,0,534.720,207.840,5.800,0.100,5.801,0.988,16.000
85.290,784,1,610.720,262.160,-4.200,-0.100,4.201,181.364,14.000
85.290,784,2,587.840,566.080,0.100,6.200,6.201,89.076,16.000
85.290,784,3,492.160,465.280,-0.100,-5.800,5.801,269.012,16.000
85.400,785,0,535.300,207.850,5.800,0.100,5.801,0.988,16.000
85.400,785,1,610.300,262.150,-4.200,-0.100,4.201,181.364,14.000
85.400,785,2,587.850,566.700,0.100,6.200,6.201,89.076,16.000
85.400,785,3,492.150,464.700,-0.100,-5.800,5.801,269.012,16.000
85.509,786,0,535.880,207.860,5.800,0.100,5.801,0.988,16.000
85.509,786,1,609.880,262.140,-4.200,-0.100,4.201,181.364,14.000
85.509,786,2,587.860,567.320,0.100,6.200,6.201,89.076,16.000
85.509,786,3,492.140,464.120,-0.100,-5.800,5.801,269.012,16.000
85.617,787,0,536.460,207.870,5.800,0.100,5.801,0.988,16.000
85.617,787,1,609.460,262.130,-4.200,-0.100,4.201,181.364,14.000
85.617,787,2,587.870,567.940,0.100,6.200,6.201,89.076,16.000
85.617,787,3,492.130,463.540,-0.100,-5.800,5.801,269.012,16.000
85.727,788,0,537.040,207.880,5.800,0.100,5.801,0.988,16.000
85.727,788,1,609.040,262.120,-4.200,-0.100,4.201,181.364,14.000
85.727,788,2,587.880,568.560,0.100,6.200,6.201,89.076,16.000
85.727,788,3,492.120,462.960,-0.100,-5.800,5.801,269.012,16.000
85.835,789,0,537.620,207.890,5.800,0.100,5.801,0.988,16.000
85.835,789,1,608.620,262.110,-4.200,-0.100,4.201,181.364,14.000
85.835,789,2,587.890,569.180,0.100,6.200,6.201,89.076,16.000
85.835,789,3,492.110,462.380,-0.100,-5.800,5.801,269.012,16.000
85.945,790,0,538.200,207.900,5.800,0.100,5.801,0.988,16.000
85.945,790,1,608.200,262.100,-4.200,-0.100,4.201,181.364,14.000
85.945,790,2,587.900,569.800,0.100,6.200,6.201,89.076,16.000
85.945,790,3,492.100,461.800,-0.100,-5.800,5.801,269.012,16.000
86.053,791,0,538.780,207.910,5.800,0.100,5.801,0.988,16.000
86.053,791,1,607.780,262.090,-4.200,-0.100,4.201,181.364,14.000
86.053,791,2,587.910,570.420,0.100,6.200,6.201,89.076,16.000
86.053,791,3,492.090,461.220,-0.100,-5.800,5.801,269.012,16.000
86.162,792,0,539.360,207.920,5.800,0.100,5.801,0.988,16.000
86.162,792,1,607.360,262.080,-4.200,-0.100,4.201,181.364,14.000
86.162,792,2,587.920,571.040,0.100,6.200,6.201,89.076,16.000
86.162,792,3,492.080,460.640,-0.100,-5.800,5.801,269.012,16.000
86.269,793,0,539.940,207.930,5.800,0.100,5.801,0.988,16.000
86.269,793,1,606.940,262.070,-4.200,-0.100,4.201,181.364,14.000
86.269,793,2,587.930,571.660,0.100,6.200,6.201,89.076,16.000
86.269,793,3,492.070,460.060,-0.100,-5.800,5.801,269.012,16.000
86.378,794,0,540.520,207.940,5.800,0.100,5.801,0.988,16.000
86.378,794,1,606.520,262.060,-4.200,-0.100,4.201,181.364,14.000
86.378,794,2,587.940,572.280,0.100,6.200,6.201,89.076,16.000
86.378,794,3,492.060,459.480,-0.100,-5.800,5.801,269.012,16.000
86.486,795,0,541.100,207.950,5.800,0.100,5.801,0.988,16.000
86.486,795,1,606.100,262.050,-4.200,-0.100,4.201,181.364,14.000
86.486,795,2,587.950,572.900,0.100,6.200,6.201,89.076,16.000
86.486,795,3,492.050,458.900,-0.100,-5.800,5.801,269.012,16.000
86.596,796,0,541.680,207.960,5.800,0.100,5.801,0.988,16.000
86.596,796,1,605.680,262.040,-4.200,-0.100,4.201,181.364,14.000
86.596,796,2,587.960,573.520,0.100,6.200,6.201,89.076,16.000
86.596,796,3,492.040,458.320,-0.100,-5.800,5.801,269.012,16.000
86.704,797,0,542.260,207.970,5.800,0.100,5.801,0.988,16.000
86.704,797,1,605.260,262.030,-4.200,-0.100,4.201,181.364,14.000
86.704,797,2,587.970,574.140,0.100,6.200,6.201,89.076,16.000
86.704,797,3,492.030,457.740,-0.100,-5.800,5.801,269.012,16.000
86.814,798,0,542.840,207.980,5.800,0.100,5.801,0.988,16.000
86.814,798,1,604.840,262.020,-4.200,-0.100,4.201,181.364,14.000
86.814,798,2,587.980,574.760,0.100,6.200,6.201,89.076,16.000
86.814,798,3,492.020,457.160,-0.100,-5.800,5.801,269.012,16.000
86.924,799,0,543.420,207.990,5.800,0.100,5.801,0.988,16.000
86.924,799,1,604.420,262.010,-4.200,-0.100,4.201,181.364,14.000
86.924,799,2,587.990,575.380,0.100,6.200,6.201,89.076,16.000
86.924,799,3,492.010,456.580,-0.100,-5.800,5.801,269.012,16.000
87.032,800,0,544.000,208.000,5.800,0.100,5.801,0.988,16.000
87.032,800,1,604.000,262.000,-4.200,-0.100,4.201,181.364,14.000
87.032,800,2,588.000,576.000,0.100,6.200,6.201,89.076,16.000
87.032,800,3,492.000,456.000,-0.100,-5.800,5.801,269.012,16.000
87.141,801,0,544.580,208.010,5.800,0.100,5.801,0.988,16.000
87.141,801,1,603.580,261.990,-4.200,-0.100,4.201,181.364,14.000
87.141,801,2,588.010,576.620,0.100,6.200,6.201,89.076,16.000
87.141,801,3,491.990,455.420,-0.100,-5.800,5.801,269.012,16.000
87.250,802,0,545.160,208.020,5.800,0.100,5.801,0.988,16.000
87.250,802,1,603.160,261.980,-4.200,-0.100,4.201,181.364,14.000
87.250,802,2,588.020,577.240,0.100,6.200,6.201,89.076,16.000
87.250,802,3,491.980,454.840,-0.100,-5.800,5.801,269.012,16.000
87.359,803,0,545.740,208.030,5.800,0.100,5.801,0.988,16.000
87.359,803,1,602.740,261.970,-4.200,-0.100,4.201,181.364,14.000
87.359,803,2,588.030,577.860,0.100,6.200,6.201,89.076,16.000
87.359,803,3,491.970,454.260,-0.100,-5.800,5.801,269.012,16.000
87.466,804,0,546.320,208.040,5.800,0.100,5.801,0.988,16.000
87.466,804,1,602.320,261.960,-4.200,-0.100,4.201,181.364,14.000
87.466,804,2,588.040,578.480,0.100,6.200,6.201,89.076,16.000
87.466,804,3,491.960,453.680,-0.100,-5.800,5.801,269.012,16.000
87.574,805,0,546.900,208.050,5.800,0.100,5.801,0.988,16.000
87.574,805,1,601.900,261.950,-4.200,-0.100,4.201,181.364,14.000
87.574,805,2,588.050,579.100,0.100,6.200,6.201,89.076,16.000
87.574,805,3,491.950,453.100,-0.100,-5.800,5.801,269.012,16.000
87.685,806,0,547.480,208.060,5.800,0.100,5.801,0.988,16.000
87.685,806,1,601.480,261.940,-4.200,-0.100,4.201,181.364,14.000
87.685,806,2,588.060,579.720,0.100,6.200,6.201,89.076,16.000
87.685,806,3,491.940,452.520,-0.100,-5.800,5.801,269.012,16.000
87.793,807,0,548.060,208.070,5.800,0.100,5.801,0.988,16.000
87.793,807,1,601.060,261.930,-4.200,-0.100,4.201,181.364,14.000
87.793,807,2,588.070,580.340,0.100,6.200,6.201,89.076,16.000
87.793,807,3,491.930,451.940,-0.100,-5.800,5.801,269.012,16.000
87.902,808,0,548.640,208.080,5.800,0.100,5.801,0.988,16.000
87.902,808,1,600.640,261.920,-4.200,-0.100,4.201,181.364,14.000
87.902,808,2,588.080,580.960,0.100,6.200,6.201,89.076,16.000
87.902,808,3,491.920,451.360,-0.100,-5.800,5.801,269.012,16.000
88.012,809,0,549.220,208.090,5.800,0.100,5.801,0.988,16.000
88.012,809,1,600.220,261.910,-4.200,-0.100,4.201,181.364,14.000
88.012,809,2,588.090,581.580,0.100,6.200,6.201,89.076,16.000
88.012,809,3,491.910,450.780,-0.100,-5.800,5.801,269.012,16.000
88.121,810,0,549.800,208.100,5.800,0.100,5.801,0.988,16.000
88.121,810,1,599.800,261.900,-4.200,-0.100,4.201,181.364,14.000
88.121,810,2,588.100,582.200,0.100,6.200,6.201,89.076,16.000
88.121,810,3,491.900,450.200,-0.100,-5.800,5.801,269.012,16.000
88.230,811,0,550.380,208.110,5.800,0.100,5.801,0.988,16.000
88.230,811,1,599.380,261.890,-4.200,-0.100,4.201,181.364,14.000
88.230,811,2,588.110,582.820,0.100,6.200,6.201,89.076,16.000
88.230,811,3,491.890,449.620,-0.100,-5.800,5.801,269.012,16.000
88.340,812,0,550.960,208.120,5.800,0.100,5.801,0.988,16.000
88.340,812,1,598.960,261.880,-4.200,-0.100,4.201,181.364,14.000
88.340,812,2,588.120,583.440,0.100,6.200,6.201,89.076,16.000
88.340,812,3,491.880,449.040,-0.100,-5.800,5.801,269.012,16.000
88.448,813,0,551.540,208.130,5.800,0.100,5.801,0.988,16.000
88.448,813,1,598.540,261.870,-4.200,-0.100,4.201,181.364,14.000
88.448,813,2,588.130,584.060,0.100,6.200,6.201,89.076,16.000
88.448,813,3,491.870,448.460,-0.100,-5.800,5.801,269.012,16.000
88.556,814,0,552.120,208.140,5.800,0.100,5.801,0.988,16.000
88.556,814,1,598.120,261.860,-4.200,-0.100,4.201,181.364,14.000
88.556,814,2,588.140,584.680,0.100,6.200,6.201,89.076,16.000
88.556,814,3,491.860,447.880,-0.100,-5.800,5.801,269.012,16.000
88.666,815,0,552.700,208.150,5.800,0.100,5.801,0.988,16.000
88.666,815,1,597.700,261.850,-4.200,-0.100,4.201,181.364,14.000
88.666,815,2,588.150,585.300,0.100,6.200,6.201,89.076,16.000
88.666,815,3,491.850,447.300,-0.100,-5.800,5.801,269.012,16.000
88.775,816,0,553.280,208.160,5.800,0.100,5.801,0.988,16.000
88.775,816,1,597.280,261.840,-4.200,-0.100,4.201,181.364,14.000
88.775,816,2,588.160,585.920,0.100,6.200,6.201,89.076,16.000
88.775,816,3,491.840,446.720,-0.100,-5.800,5.801,269.012,16.000
88.884,817,0,553.860,208.170,5.800,0.100,5.801,0.988,16.000
88.884,817,1,596.860,261.830,-4.200,-0.100,4.201,181.364,14.000
88.884,817,2,588.170,586.540,0.100,6.200,6.201,89.076,16.000
88.884,817,3,491.830,446.140,-0.100,-5.800,5.801,269.012,16.000
88.992,818,0,554.440,208.180,5.800,0.100,5.801,0.988,16.000
88.992,818,1,596.440,261.820,-4.200,-0.100,4.201,181.364,14.000
88.992,818,2,588.180,587.160,0.100,6.200,6.201,89.076,16.000
88.992,818,3,491.820,445.560,-0.100,-5.800,5.801,269.012,16.000
89.102,819,0,555.020,208.190,5.800,0.100,5.801,0.988,16.000
89.102,819,1,596.020,261.810,-4.200,-0.100,4.201,181.364,14.000
89.102,819,2,588.190,587.780,0.100,6.200,6.201,89.076,16.000
89.102,819,3,491.810,444.980,-0.100,-5.800,5.801,269.012,16.000
89.212,820,0,555.600,208.200,5.800,0.100,5.801,0.988,16.000
89.212,820,1,595.600,261.800,-4.200,-0.100,4.201,181.364,14.000
89.212,820,2,588.200,588.400,0.100,6.200,6.201,89.076,16.000
89.212,820,3,491.800,444.400,-0.100,-5.800,5.801,269.012,16.000
89.320,821,0,556.180,208.210,5.800,0.100,5.801,0.988,16.000
89.320,821,1,595.180,261.790,-4.200,-0.100,4.201,181.364,14.000
89.320,821,2,588.210,589.020,0.100,6.200,6.201,89.076,16.000
89.320,821,3,491.790,443.820,-0.100,-5.800,5.801,269.012,16.000
89.429,822,0,556.760,208.220,5.800,0.100,5.801,0.988,16.000
89.429,822,1,594.760,261.780,-4.200,-0.100,4.201,181.364,14.000
89.429,822,2,588.220,589.640,0.100,6.200,6.201,89.076,16.000
89.429,822,3,491.780,443.240,-0.100,-5.800,5.801,269.012,16.000
89.539,823,0,557.340,208.230,5.800,0.100,5.801,0.988,16.000
89.539,823,1,594.340,261.770,-4.200,-0.100,4.201,181.364,14.000
89.539,823,2,588.230,590.260,0.100,6.200,6.201,89.076,16.000
89.539,823,3,491.770,442.660,-0.100,-5.800,5.801,269.012,16.000
89.648,824,0,557.920,208.240,5.800,0.100,5.801,0.988,16.000
89.648,824,1,593.920,261.760,-4.200,-0.100,4.201,181.364,14.000
89.648,824,2,588.240,590.880,0.100,6.200,6.201,89.076,16.000
89.648,824,3,491.760,442.080,-0.100,-5.800,5.801,269.012,16.000
89.756,825,0,558.500,208.250,5.800,0.100,5.801,0.988,16.000
89.756,825,1,593.500,261.750,-4.200,-0.100,4.201,181.364,14.000
89.756,825,2,588.250,591.500,0.100,6.200,6.201,89.076,16.000
89.756,825,3,491.750,441.500,-0.100,-5.800,5.801,269.012,16.000
89.866,826,0,559.080,208.260,5.800,0.100,5.801,0.988,16.000
89.866,826,1,593.080,261.740,-4.200,-0.100,4.201,181.364,14.000
89.866,826,2,588.260,592.120,0.100,6.200,6.201,89.076,16.000
89.866,826,3,491.740,440.920,-0.100,-5.800,5.801,269.012,16.000
89.976,827,0,559.660,208.270,5.800,0.100,5.801,0.988,16.000
89.976,827,1,592.660,261.730,-4.200,-0.100,4.201,181.364,14.000
89.976,827,2,588.270,592.740,0.100,6.200,6.201,89.076,16.000
89.976,827,3,491.730,440.340,-0.100,-5.800,5.801,269.012,16.000
90.086,828,0,560.240,208.280,5.800,0.100,5.801,0.988,16.000
90.086,828,1,592.240,261.720,-4.200,-0.100,4.201,181.364,14.000
90.086,828,2,588.280,593.360,0.100,6.200,6.201,89.076,16.000
90.086,828,3,491.720,439.760,-0.100,-5.800,5.801,269.012,16.000
90.194,829,0,560.820,208.290,5.800,0.100,5.801,0.988,16.000
90.194,829,1,591.820,261.710,-4.200,-0.100,4.201,181.364,14.000
90.194,829,2,588.290,593.980,0.100,6.200,6.201,89.076,16.000
90.194,829,3,491.710,439.180,-0.100,-5.800,5.801,269.012,16.000
90.302,830,0,561.400,208.300,5.800,0.100,5.801,0.988,16.000
90.302,830,1,591.400,261.700,-4.200,-0.100,4.201,181.364,14.000
90.302,830,2,588.300,594.600,0.100,6.200,6.201,89.076,16.000
90.302,830,3,491.700,438.600,-0.100,-5.800,5.801,269.012,16.000
90.411,831,0,561.980,208.310,5.800,0.100,5.801,0.988,16.000
90.411,831,1,590.980,261.690,-4.200,-0.100,4.201,181.364,14.000
90.411,831,2,588.310,595.220,0.100,6.200,6.201,89.076,16.000
90.411,831,3,491.690,438.020,-0.100,-5.800,5.801,269.012,16.000
90.520,832,0,562.560,208.320,5.800,0.100,5.801,0.988,16.000
90.520,832,1,590.560,261.680,-4.200,-0.100,4.201,181.364,14.000
90.520,832,2,588.320,595.840,0.100,6.200,6.201,89.076,16.000
90.520,832,3,491.680,437.440,-0.100,-5.800,5.801,269.012,16.000
90.631,833,0,563.140,208.330,5.800,0.100,5.801,0.988,16.000
90.631,833,1,590.140,261.670,-4.200,-0.100,4.201,181.364,14.000
90.631,833,2,588.330,596.460,0.100,6.200,6.201,89.076,16.000
90.631,833,3,491.670,436.860,-0.100,-5.800,5.801,269.012,16.000
90.741,834,0,563.720,208.340,5.800,0.100,5.801,0.988,16.000
90.741,834,1,589.720,261.660,-4.200,-0.100,4.201,181.364,14.000
90.741,834,2,588.340,597.080,0.100,6.200,6.201,89.076,16.000
90.741,834,3,491.660,436.280,-0.100,-5.800,5.801,269.012,16.000
90.850,835,0,564.300,208.350,5.800,0.100,5.801,0.988,16.000
90.850,835,1,589.300,261.650,-4.200,-0.100,4.201,181.364,14.000
90.850,835,2,588.350,597.700,0.100,6.200,6.201,89.076,16.000
90.850,835,3,491.650,435.700,-0.100,-5.800,5.801,269.012,16.000
90.961,836,0,564.880,208.360,5.800,0.100,5.801,0.988,16.000
90.961,836,1,588.880,261.640,-4.200,-0.100,4.201,181.364,14.000
90.961,836,2,588.360,598.320,0.100,6.200,6.201,89.076,16.000
90.961,836,3,491.640,435.120,-0.100,-5.800,5.801,269.012,16.000
91.069,837,0,565.460,208.370,5.800,0.100,5.801,0.988,16.000
91.069,837,1,588.460,261.630,-4.200,-0.100,4.201,181.364,14.000
91.069,837,2,588.370,598.940,0.100,6.200,6.201,89.076,16.000
91.069,837,3,491.630,434.540,-0.100,-5.800,5.801,269.012,16.000
91.177,838,0,566.040,208.380,5.800,0.100,5.801,0.988,16.000
91.177,838,1,588.040,261.620,-4.200,-0.100,4.201,181.364,14.000
91.177,838,2,588.380,599.560,0.100,6.200,6.201,89.076,16.000
91.177,838,3,491.620,433.960,-0.100,-5.800,5.801,269.012,16.000
91.283,839,0,566.620,208.390,5.800,0.100,5.801,0.988,16.000
91.283,839,1,587.620,261.610,-4.200,-0.100,4.201,181.364,14.000
91.283,839,2,588.390,600.180,0.100,6.200,6.201,89.076,16.000
91.283,839,3,491.610,433.380,-0.100,-5.800,5.801,269.012,16.000
91.392,840,0,567.200,208.400,5.800,0.100,5.801,0.988,16.000
91.392,840,1,587.200,261.600,-4.200,-0.100,4.201,181.364,14.000
91.392,840,2,588.400,600.800,0.100,6.200,6.201,89.076,16.000
91.392,840,3,491.600,432.800,-0.100,-5.800,5.801,269.012,16.000
91.501,841,0,567.780,208.410,5.800,0.100,5.801,0.988,16.000
91.501,841,1,586.780,261.590,-4.200,-0.100,4.201,181.364,14.000
91.501,841,2,588.410,601.420,0.100,6.200,6.201,89.076,16.000
91.501,841,3,491.590,432.220,-0.100,-5.800,5.801,269.012,16.000
91.610,842,0,568.360,208.420,5.800,0.100,5.801,0.988,16.000
91.610,842,1,586.360,261.580,-4.200,-0.100,4.201,181.364,14.000
91.610,842,2,588.420,602.040,0.100,6.200,6.201,89.076,16.000
91.610,842,3,491.580,431.640,-0.100,-5.800,5.801,269.012,16.000
91.720,843,0,568.940,208.430,5.800,0.100,5.801,0.988,16.000
91.720,843,1,585.940,261.570,-4.200,-0.100,4.201,181.364,14.000
91.720,843,2,588.430,602.660,0.100,6.200,6.201,89.076,16.000
