t_wall_s,step,obs_id,x_m,y_m,vx_mps,vy_mps,speed_mps,course_deg,radius_m
34.518,335,0,274.300,203.350,5.800,0.100,5.801,0.988,16.000
34.518,335,1,799.300,266.650,-4.200,-0.100,4.201,181.364,14.000
34.518,335,2,583.350,287.700,0.100,6.200,6.201,89.076,16.000
34.518,335,3,496.650,725.700,-0.100,-5.800,5.801,269.012,16.000
34.619,336,0,274.880,203.360,5.800,0.100,5.801,0.988,16.000
34.619,336,1,798.880,266.640,-4.200,-0.100,4.201,181.364,14.000
34.619,336,2,583.360,288.320,0.100,6.200,6.201,89.076,16.000
34.619,336,3,496.640,725.120,-0.100,-5.800,5.801,269.012,16.000
34.719,337,0,275.460,203.370,5.800,0.100,5.801,0.988,16.000
34.719,337,1,798.460,266.630,-4.200,-0.100,4.201,181.364,14.000
34.719,337,2,583.370,288.940,0.100,6.200,6.201,89.076,16.000
34.719,337,3,496.630,724.540,-0.100,-5.800,5.801,269.012,16.000
34.820,338,0,276.040,203.380,5.800,0.100,5.801,0.988,16.000
34.820,338,1,798.040,266.620,-4.200,-0.100,4.201,181.364,14.000
34.820,338,2,583.380,289.560,0.100,6.200,6.201,89.076,16.000
34.820,338,3,496.620,723.960,-0.100,-5.800,5.801,269.012,16.000
34.922,339,0,276.620,203.390,5.800,0.100,5.801,0.988,16.000
34.922,339,1,797.620,266.610,-4.200,-0.100,4.201,181.364,14.000
34.922,339,2,583.390,290.180,0.100,6.200,6.201,89.076,16.000
34.922,339,3,496.610,723.380,-0.100,-5.800,5.801,269.012,16.000
35.022,340,0,277.200,203.400,5.800,0.100,5.801,0.988,16.000
35.022,340,1,797.200,266.600,-4.200,-0.100,4.201,181.364,14.000
35.022,340,2,583.400,290.800,0.100,6.200,6.201,89.076,16.000
35.022,340,3,496.600,722.800,-0.100,-5.800,5.801,269.012,16.000
35.122,341,0,277.780,203.410,5.800,0.100,5.801,0.988,16.000
35.122,341,1,796.780,266.590,-4.200,-0.100,4.201,181.364,14.000
35.122,341,2,583.410,291.420,0.100,6.200,6.201,89.076,16.000
35.122,341,3,496.590,722.220,-0.100,-5.800,5.801,269.012,16.000
35.223,342,0,278.360,203.420,5.800,0.100,5.801,0.988,16.000
35.223,342,1,796.360,266.580,-4.200,-0.100,4.201,181.364,14.000
35.223,342,2,583.420,292.040,0.100,6.200,6.201,89.076,16.000
35.223,342,3,496.580,721.640,-0.100,-5.800,5.801,269.012,16.000
35.324,343,0,278.940,203.430,5.800,0.100,5.801,0.988,16.000
35.324,343,1,795.940,266.570,-4.200,-0.100,4.201,181.364,14.000
35.324,343,2,583.430,292.660,0.100,6.200,6.201,89.076,16.000
35.324,343,3,496.570,721.060,-0.100,-5.800,5.801,269.012,16.000
35.424,344,0,279.520,203.440,5.800,0.100,5.801,0.988,16.000
35.424,344,1,795.520,266.560,-4.200,-0.100,4.201,181.364,14.000
35.424,344,2,583.440,293.280,0.100,6.200,6.201,89.076,16.000
35.424,344,3,496.560,720.480,-0.100,-5.800,5.801,269.012,16.000
35.525,345,0,280.100,203.450,5.800,0.100,5.801,0.988,16.000
35.525,345,1,795.100,266.550,-4.200,-0.100,4.201,181.364,14.000
35.525,345,2,583.450,293.900,0.100,6.200,6.201,89.076,16.000
35.525,345,3,496.550,719.900,-0.100,-5.800,5.801,269.012,16.000
35.626,346,0,280.680,203.460,5.800,0.100,5.801,0.988,16.000
35.626,346,1,794.680,266.540,-4.200,-0.100,4.201,181.364,14.000
35.626,346,2,583.460,294.520,0.100,6.200,6.201,89.076,16.000
35.626,346,3,496.540,719.320,-0.100,-5.800,5.801,269.012,16.000
35.727,347,0,281.260,203.470,5.800,0.100,5.801,0.988,16.000
35.727,347,1,794.260,266.530,-4.200,-0.100,4.201,181.364,14.000
35.727,347,2,583.470,295.140,0.100,6.200,6.201,89.076,16.000
35.727,347,3,496.530,718.740,-0.100,-5.800,5.801,269.012,16.000
35.828,348,0,281.840,203.480,5.800,0.100,5.801,0.988,16.000
35.828,348,1,793.840,266.520,-4.200,-0.100,4.201,181.364,14.000
35.828,348,2,583.480,295.760,0.100,6.200,6.201,89.076,16.000
35.828,348,3,496.520,718.160,-0.100,-5.800,5.801,269.012,16.000
35.928,349,0,282.420,203.490,5.800,0.100,5.801,0.988,16.000
35.928,349,1,793.420,266.510,-4.200,-0.100,4.201,181.364,14.000
35.928,349,2,583.490,296.380,0.100,6.200,6.201,89.076,16.000
35.928,349,3,496.510,717.580,-0.100,-5.800,5.801,269.012,16.000
36.028,350,0,283.000,203.500,5.800,0.100,5.801,0.988,16.000
36.028,350,1,793.000,266.500,-4.200,-0.100,4.201,181.364,14.000
36.028,350,2,583.500,297.000,0.100,6.200,6.201,89.076,16.000
36.028,350,3,496.500,717.000,-0.100,-5.800,5.801,269.012,16.000
36.129,351,0,283.580,203.510,5.800,0.100,5.801,0.988,16.000
36.129,351,1,792.580,266.490,-4.200,-0.100,4.201,181.364,14.000
36.129,351,2,583.510,297.620,0.100,6.200,6.201,89.076,16.000
36.129,351,3,496.490,716.420,-0.100,-5.800,5.801,269.012,16.000
36.230,352,0,284.160,203.520,5.800,0.100,5.801,0.988,16.000
36.230,352,1,792.160,266.480,-4.200,-0.100,4.201,181.364,14.000
36.230,352,2,583.520,298.240,0.100,6.200,6.201,89.076,16.000
36.230,352,3,496.480,715.840,-0.100,-5.800,5.801,269.012,16.000
36.331,353,0,284.740,203.530,5.800,0.100,5.801,0.988,16.000
36.331,353,1,791.740,266.470,-4.200,-0.100,4.201,181.364,14.000
36.331,353,2,583.530,298.860,0.100,6.200,6.201,89.076,16.000
36.331,353,3,496.470,715.260,-0.100,-5.800,5.801,269.012,16.000
36.432,354,0,285.320,203.540,5.800,0.100,5.801,0.988,16.000
36.432,354,1,791.320,266.460,-4.200,-0.100,4.201,181.364,14.000
36.432,354,2,583.540,299.480,0.100,6.200,6.201,89.076,16.000
36.432,354,3,496.460,714.680,-0.100,-5.800,5.801,269.012,16.000
36.533,355,0,285.900,203.550,5.800,0.100,5.801,0.988,16.000
36.533,355,1,790.900,266.450,-4.200,-0.100,4.201,181.364,14.000
36.533,355,2,583.550,300.100,0.100,6.200,6.201,89.076,16.000
36.533,355,3,496.450,714.100,-0.100,-5.800,5.801,269.012,16.000
36.634,356,0,286.480,203.560,5.800,0.100,5.801,0.988,16.000
36.634,356,1,790.480,266.440,-4.200,-0.100,4.201,181.364,14.000
36.634,356,2,583.560,300.720,0.100,6.200,6.201,89.076,16.000
36.634,356,3,496.440,713.520,-0.100,-5.800,5.801,269.012,16.000
36.735,357,0,287.060,203.570,5.800,0.100,5.801,0.988,16.000
36.735,357,1,790.060,266.430,-4.200,-0.100,4.201,181.364,14.000
36.735,357,2,583.570,301.340,0.100,6.200,6.201,89.076,16.000
36.735,357,3,496.430,712.940,-0.100,-5.800,5.801,269.012,16.000
36.836,358,0,287.640,203.580,5.800,0.100,5.801,0.988,16.000
36.836,358,1,789.640,266.420,-4.200,-0.100,4.201,181.364,14.000
36.836,358,2,583.580,301.960,0.100,6.200,6.201,89.076,16.000
36.836,358,3,496.420,712.360,-0.100,-5.800,5.801,269.012,16.000
37.030,359,0,288.220,203.590,5.800,0.100,5.801,0.988,16.000
37.030,359,1,789.220,266.410,-4.200,-0.100,4.201,181.364,14.000
37.030,359,2,583.590,302.580,0.100,6.200,6.201,89.076,16.000
37.030,359,3,496.410,711.780,-0.100,-5.800,5.801,269.012,16.000
37.131,360,0,288.800,203.600,5.800,0.100,5.801,0.988,16.000
37.131,360,1,788.800,266.400,-4.200,-0.100,4.201,181.364,14.000
37.131,360,2,583.600,303.200,0.100,6.200,6.201,89.076,16.000
37.131,360,3,496.400,711.200,-0.100,-5.800,5.801,269.012,16.000
37.232,361,0,289.380,203.610,5.800,0.100,5.801,0.988,16.000
37.232,361,1,788.380,266.390,-4.200,-0.100,4.201,181.364,14.000
37.232,361,2,583.610,303.820,0.100,6.200,6.201,89.076,16.000
37.232,361,3,496.390,710.620,-0.100,-5.800,5.801,269.012,16.000
37.333,362,0,289.960,203.620,5.800,0.100,5.801,0.988,16.000
37.333,362,1,787.960,266.380,-4.200,-0.100,4.201,181.364,14.000
37.333,362,2,583.620,304.440,0.100,6.200,6.201,89.076,16.000
37.333,362,3,496.380,710.040,-0.100,-5.800,5.801,269.012,16.000
37.434,363,0,290.540,203.630,5.800,0.100,5.801,0.988,16.000
37.434,363,1,787.540,266.370,-4.200,-0.100,4.201,181.364,14.000
37.434,363,2,583.630,305.060,0.100,6.200,6.201,89.076,16.000
37.434,363,3,496.370,709.460,-0.100,-5.800,5.801,269.012,16.000
37.535,364,0,291.120,203.640,5.800,0.100,5.801,0.988,16.000
37.535,364,1,787.120,266.360,-4.200,-0.100,4.201,181.364,14.000
37.535,364,2,583.640,305.680,0.100,6.200,6.201,89.076,16.000
37.535,364,3,496.360,708.880,-0.100,-5.800,5.801,269.012,16.000
37.636,365,0,291.700,203.650,5.800,0.100,5.801,0.988,16.000
37.636,365,1,786.700,266.350,-4.200,-0.100,4.201,181.364,14.000
37.636,365,2,583.650,306.300,0.100,6.200,6.201,89.076,16.000
37.636,365,3,496.350,708.300,-0.100,-5.800,5.801,269.012,16.000
37.736,366,0,292.280,203.660,5.800,0.100,5.801,0.988,16.000
37.736,366,1,786.280,266.340,-4.200,-0.100,4.201,181.364,14.000
37.736,366,2,583.660,306.920,0.100,6.200,6.201,89.076,16.000
37.736,366,3,496.340,707.720,-0.100,-5.800,5.801,269.012,16.000
37.837,367,0,292.860,203.670,5.800,0.100,5.801,0.988,16.000
37.837,367,1,785.860,266.330,-4.200,-0.100,4.201,181.364,14.000
37.837,367,2,583.670,307.540,0.100,6.200,6.201,89.076,16.000
37.837,367,3,496.330,707.140,-0.100,-5.800,5.801,269.012,16.000
37.937,368,0,293.440,203.680,5.800,0.100,5.801,0.988,16.000
37.937,368,1,785.440,266.320,-4.200,-0.100,4.201,181.364,14.000
37.937,368,2,583.680,308.160,0.100,6.200,6.201,89.076,16.000
37.937,368,3,496.320,706.560,-0.100,-5.800,5.801,269.012,16.000
38.038,369,0,294.020,203.690,5.800,0.100,5.801,0.988,16.000
38.038,369,1,785.020,266.310,-4.200,-0.100,4.201,181.364,14.000
38.038,369,2,583.690,308.780,0.100,6.200,6.201,89.076,16.000
38.038,369,3,496.310,705.980,-0.100,-5.800,5.801,269.012,16.000
38.139,370,0,294.600,203.700,5.800,0.100,5.801,0.988,16.000
38.139,370,1,784.600,266.300,-4.200,-0.100,4.201,181.364,14.000
38.139,370,2,583.700,309.400,0.100,6.200,6.201,89.076,16.000
38.139,370,3,496.300,705.400,-0.100,-5.800,5.801,269.012,16.000
38.239,371,0,295.180,203.710,5.800,0.100,5.801,0.988,16.000
38.239,371,1,784.180,266.290,-4.200,-0.100,4.201,181.364,14.000
38.239,371,2,583.710,310.020,0.100,6.200,6.201,89.076,16.000
38.239,371,3,496.290,704.820,-0.100,-5.800,5.801,269.012,16.000
38.340,372,0,295.760,203.720,5.800,0.100,5.801,0.988,16.000
38.340,372,1,783.760,266.280,-4.200,-0.100,4.201,181.364,14.000
38.340,372,2,583.720,310.640,0.100,6.200,6.201,89.076,16.000
38.340,372,3,496.280,704.240,-0.100,-5.800,5.801,269.012,16.000
38.441,373,0,296.340,203.730,5.800,0.100,5.801,0.988,16.000
38.441,373,1,783.340,266.270,-4.200,-0.100,4.201,181.364,14.000
38.441,373,2,583.730,311.260,0.100,6.200,6.201,89.076,16.000
38.441,373,3,496.270,703.660,-0.100,-5.800,5.801,269.012,16.000
38.542,374,0,296.920,203.740,5.800,0.100,5.801,0.988,16.000
38.542,374,1,782.920,266.260,-4.200,-0.100,4.201,181.364,14.000
38.542,374,2,583.740,311.880,0.100,6.200,6.201,89.076,16.000
38.542,374,3,496.260,703.080,-0.100,-5.800,5.801,269.012,16.000
38.643,375,0,297.500,203.750,5.800,0.100,5.801,0.988,16.000
38.643,375,1,782.500,266.250,-4.200,-0.100,4.201,181.364,14.000
38.643,375,2,583.750,312.500,0.100,6.200,6.201,89.076,16.000
38.643,375,3,496.250,702.500,-0.100,-5.800,5.801,269.012,16.000
38.744,376,0,298.080,203.760,5.800,0.100,5.801,0.988,16.000
38.744,376,1,782.080,266.240,-4.200,-0.100,4.201,181.364,14.000
38.744,376,2,583.760,313.120,0.100,6.200,6.201,89.076,16.000
38.744,376,3,496.240,701.920,-0.100,-5.800,5.801,269.012,16.000
38.845,377,0,298.660,203.770,5.800,0.100,5.801,0.988,16.000
38.845,377,1,781.660,266.230,-4.200,-0.100,4.201,181.364,14.000
38.845,377,2,583.770,313.740,0.100,6.200,6.201,89.076,16.000
38.845,377,3,496.230,701.340,-0.100,-5.800,5.801,269.012,16.000
38.946,378,0,299.240,203.780,5.800,0.100,5.801,0.988,16.000
38.946,378,1,781.240,266.220,-4.200,-0.100,4.201,181.364,14.000
38.946,378,2,583.780,314.360,0.100,6.200,6.201,89.076,16.000
38.946,378,3,496.220,700.760,-0.100,-5.800,5.801,269.012,16.000
39.046,379,0,299.820,203.790,5.800,0.100,5.801,0.988,16.000
39.046,379,1,780.820,266.210,-4.200,-0.100,4.201,181.364,14.000
39.046,379,2,583.790,314.980,0.100,6.200,6.201,89.076,16.000
39.046,379,3,496.210,700.180,-0.100,-5.800,5.801,269.012,16.000
39.147,380,0,300.400,203.800,5.800,0.100,5.801,0.988,16.000
39.147,380,1,780.400,266.200,-4.200,-0.100,4.201,181.364,14.000
39.147,380,2,583.800,315.600,0.100,6.200,6.201,89.076,16.000
39.147,380,3,496.200,699.600,-0.100,-5.800,5.801,269.012,16.000
39.248,381,0,300.980,203.810,5.800,0.100,5.801,0.988,16.000
39.248,381,1,779.980,266.190,-4.200,-0.100,4.201,181.364,14.000
39.248,381,2,583.810,316.220,0.100,6.200,6.201,89.076,16.000
39.248,381,3,496.190,699.020,-0.100,-5.800,5.801,269.012,16.000
39.349,382,0,301.560,203.820,5.800,0.100,5.801,0.988,16.000
39.349,382,1,779.560,266.180,-4.200,-0.100,4.201,181.364,14.000
39.349,382,2,583.820,316.840,0.100,6.200,6.201,89.076,16.000
39.349,382,3,496.180,698.440,-0.100,-5.800,5.801,269.012,16.000
39.450,383,0,302.140,203.830,5.800,0.100,5.801,0.988,16.000
39.450,383,1,779.140,266.170,-4.200,-0.100,4.201,181.364,14.000
39.450,383,2,583.830,317.460,0.100,6.200,6.201,89.076,16.000
39.450,383,3,496.170,697.860,-0.100,-5.800,5.801,269.012,16.000
39.550,384,0,302.720,203.840,5.800,0.100,5.801,0.988,16.000
39.550,384,1,778.720,266.160,-4.200,-0.100,4.201,181.364,14.000
39.550,384,2,583.840,318.080,0.100,6.200,6.201,89.076,16.000
39.550,384,3,496.160,697.280,-0.100,-5.800,5.801,269.012,16.000
39.650,385,0,303.300,203.850,5.800,0.100,5.801,0.988,16.000
39.650,385,1,778.300,266.150,-4.200,-0.100,4.201,181.364,14.000
39.650,385,2,583.850,318.700,0.100,6.200,6.201,89.076,16.000
39.650,385,3,496.150,696.700,-0.100,-5.800,5.801,269.012,16.000
39.750,386,0,303.880,203.860,5.800,0.100,5.801,0.988,16.000
39.750,386,1,777.880,266.140,-4.200,-0.100,4.201,181.364,14.000
39.750,386,2,583.860,319.320,0.100,6.200,6.201,89.076,16.000
39.750,386,3,496.140,696.120,-0.100,-5.800,5.801,269.012,16.000
39.851,387,0,304.460,203.870,5.800,0.100,5.801,0.988,16.000
39.851,387,1,777.460,266.130,-4.200,-0.100,4.201,181.364,14.000
39.851,387,2,583.870,319.940,0.100,6.200,6.201,89.076,16.000
39.851,387,3,496.130,695.540,-0.100,-5.800,5.801,269.012,16.000
39.952,388,0,305.040,203.880,5.800,0.100,5.801,0.988,16.000
39.952,388,1,777.040,266.120,-4.200,-0.100,4.201,181.364,14.000
39.952,388,2,583.880,320.560,0.100,6.200,6.201,89.076,16.000
39.952,388,3,496.120,694.960,-0.100,-5.800,5.801,269.012,16.000
40.052,389,0,305.620,203.890,5.800,0.100,5.801,0.988,16.000
40.052,389,1,776.620,266.110,-4.200,-0.100,4.201,181.364,14.000
40.052,389,2,583.890,321.180,0.100,6.200,6.201,89.076,16.000
40.052,389,3,496.110,694.380,-0.100,-5.800,5.801,269.012,16.000
40.153,390,0,306.200,203.900,5.800,0.100,5.801,0.988,16.000
40.153,390,1,776.200,266.100,-4.200,-0.100,4.201,181.364,14.000
40.153,390,2,583.900,321.800,0.100,6.200,6.201,89.076,16.000
40.153,390,3,496.100,693.800,-0.100,-5.800,5.801,269.012,16.000
40.254,391,0,306.780,203.910,5.800,0.100,5.801,0.988,16.000
40.254,391,1,775.780,266.090,-4.200,-0.100,4.201,181.364,14.000
40.254,391,2,583.910,322.420,0.100,6.200,6.201,89.076,16.000
40.254,391,3,496.090,693.220,-0.100,-5.800,5.801,269.012,16.000
40.355,392,0,307.360,203.920,5.800,0.100,5.801,0.988,16.000
40.355,392,1,775.360,266.080,-4.200,-0.100,4.201,181.364,14.000
40.355,392,2,583.920,323.040,0.100,6.200,6.201,89.076,16.000
40.355,392,3,496.080,692.640,-0.100,-5.800,5.801,269.012,16.000
40.455,393,0,307.940,203.930,5.800,0.100,5.801,0.988,16.000
40.455,393,1,774.940,266.070,-4.200,-0.100,4.201,181.364,14.000
40.455,393,2,583.930,323.660,0.100,6.200,6.201,89.076,16.000
40.455,393,3,496.070,692.060,-0.100,-5.800,5.801,269.012,16.000
40.556,394,0,308.520,203.940,5.800,0.100,5.801,0.988,16.000
40.556,394,1,774.520,266.060,-4.200,-0.100,4.201,181.364,14.000
40.556,394,2,583.940,324.280,0.100,6.200,6.201,89.076,16.000
40.556,394,3,496.060,691.480,-0.100,-5.800,5.801,269.012,16.000
40.657,395,0,309.100,203.950,5.800,0.100,5.801,0.988,16.000
40.657,395,1,774.100,266.050,-4.200,-0.100,4.201,181.364,14.000
40.657,395,2,583.950,324.900,0.100,6.200,6.201,89.076,16.000
40.657,395,3,496.050,690.900,-0.100,-5.800,5.801,269.012,16.000
40.758,396,0,309.680,203.960,5.800,0.100,5.801,0.988,16.000
40.758,396,1,773.680,266.040,-4.200,-0.100,4.201,181.364,14.000
40.758,396,2,583.960,325.520,0.100,6.200,6.201,89.076,16.000
40.758,396,3,496.040,690.320,-0.100,-5.800,5.801,269.012,16.000
40.859,397,0,310.260,203.970,5.800,0.100,5.801,0.988,16.000
40.859,397,1,773.260,266.030,-4.200,-0.100,4.201,181.364,14.000
40.859,397,2,583.970,326.140,0.100,6.200,6.201,89.076,16.000
40.859,397,3,496.030,689.740,-0.100,-5.800,5.801,269.012,16.000
40.960,398,0,310.840,203.980,5.800,0.100,5.801,0.988,16.000
40.960,398,1,772.840,266.020,-4.200,-0.100,4.201,181.364,14.000
40.960,398,2,583.980,326.760,0.100,6.200,6.201,89.076,16.000
40.960,398,3,496.020,689.160,-0.100,-5.800,5.801,269.012,16.000
41.060,399,0,311.420,203.990,5.800,0.100,5.801,0.988,16.000
41.060,399,1,772.420,266.010,-4.200,-0.100,4.201,181.364,14.000
41.060,399,2,583.990,327.380,0.100,6.200,6.201,89.076,16.000
41.060,399,3,496.010,688.580,-0.100,-5.800,5.801,269.012,16.000
41.161,400,0,312.000,204.000,5.800,0.100,5.801,0.988,16.000
41.161,400,1,772.000,266.000,-4.200,-0.100,4.201,181.364,14.000
41.161,400,2,584.000,328.000,0.100,6.200,6.201,89.076,16.000
41.161,400,3,496.000,688.000,-0.100,-5.800,5.801,269.012,16.000
41.262,401,0,312.580,204.010,5.800,0.100,5.801,0.988,16.000
41.262,401,1,771.580,265.990,-4.200,-0.100,4.201,181.364,14.000
41.262,401,2,584.010,328.620,0.100,6.200,6.201,89.076,16.000
41.262,401,3,495.990,687.420,-0.100,-5.800,5.801,269.012,16.000
41.363,402,0,313.160,204.020,5.800,0.100,5.801,0.988,16.000
41.363,402,1,771.160,265.980,-4.200,-0.100,4.201,181.364,14.000
41.363,402,2,584.020,329.240,0.100,6.200,6.201,89.076,16.000
41.363,402,3,495.980,686.840,-0.100,-5.800,5.801,269.012,16.000
41.463,403,0,313.740,204.030,5.800,0.100,5.801,0.988,16.000
41.463,403,1,770.740,265.970,-4.200,-0.100,4.201,181.364,14.000
41.463,403,2,584.030,329.860,0.100,6.200,6.201,89.076,16.000
41.463,403,3,495.970,686.260,-0.100,-5.800,5.801,269.012,16.000
41.564,404,0,314.320,204.040,5.800,0.100,5.801,0.988,16.000
41.564,404,1,770.320,265.960,-4.200,-0.100,4.201,181.364,14.000
41.564,404,2,584.040,330.480,0.100,6.200,6.201,89.076,16.000
41.564,404,3,495.960,685.680,-0.100,-5.800,5.801,269.012,16.000
41.665,405,0,314.900,204.050,5.800,0.100,5.801,0.988,16.000
41.665,405,1,769.900,265.950,-4.200,-0.100,4.201,181.364,14.000
41.665,405,2,584.050,331.100,0.100,6.200,6.201,89.076,16.000
41.665,405,3,495.950,685.100,-0.100,-5.800,5.801,269.012,16.000
41.766,406,0,315.480,204.060,5.800,0.100,5.801,0.988,16.000
41.766,406,1,769.480,265.940,-4.200,-0.100,4.201,181.364,14.000
41.766,406,2,584.060,331.720,0.100,6.200,6.201,89.076,16.000
41.766,406,3,495.940,684.520,-0.100,-5.800,5.801,269.012,16.000
41.867,407,0,316.060,204.070,5.800,0.100,5.801,0.988,16.000
41.867,407,1,769.060,265.930,-4.200,-0.100,4.201,181.364,14.000
41.867,407,2,584.070,332.340,0.100,6.200,6.201,89.076,16.000
41.867,407,3,495.930,683.940,-0.100,-5.800,5.801,269.012,16.000
41.967,408,0,316.640,204.080,5.800,0.100,5.801,0.988,16.000
41.967,408,1,768.640,265.920,-4.200,-0.100,4.201,181.364,14.000
41.967,408,2,584.080,332.960,0.100,6.200,6.201,89.076,16.000
41.967,408,3,495.920,683.360,-0.100,-5.800,5.801,269.012,16.000
42.068,409,0,317.220,204.090,5.800,0.100,5.801,0.988,16.000
42.068,409,1,768.220,265.910,-4.200,-0.100,4.201,181.364,14.000
42.068,409,2,584.090,333.580,0.100,6.200,6.201,89.076,16.000
42.068,409,3,495.910,682.780,-0.100,-5.800,5.801,269.012,16.000
42.169,410,0,317.800,204.100,5.800,0.100,5.801,0.988,16.000
42.169,410,1,767.800,265.900,-4.200,-0.100,4.201,181.364,14.000
42.169,410,2,584.100,334.200,0.100,6.200,6.201,89.076,16.000
42.169,410,3,495.900,682.200,-0.100,-5.800,5.801,269.012,16.000
42.270,411,0,318.380,204.110,5.800,0.100,5.801,0.988,16.000
42.270,411,1,767.380,265.890,-4.200,-0.100,4.201,181.364,14.000
42.270,411,2,584.110,334.820,0.100,6.200,6.201,89.076,16.000
42.270,411,3,495.890,681.620,-0.100,-5.800,5.801,269.012,16.000
42.371,412,0,318.960,204.120,5.800,0.100,5.801,0.988,16.000
42.371,412,1,766.960,265.880,-4.200,-0.100,4.201,181.364,14.000
42.371,412,2,584.120,335.440,0.100,6.200,6.201,89.076,16.000
42.371,412,3,495.880,681.040,-0.100,-5.800,5.801,269.012,16.000
42.471,413,0,319.540,204.130,5.800,0.100,5.801,0.988,16.000
42.471,413,1,766.540,265.870,-4.200,-0.100,4.201,181.364,14.000
42.471,413,2,584.130,336.060,0.100,6.200,6.201,89.076,16.000
42.471,413,3,495.870,680.460,-0.100,-5.800,5.801,269.012,16.000
42.572,414,0,320.120,204.140,5.800,0.100,5.801,0.988,16.000
42.572,414,1,766.120,265.860,-4.200,-0.100,4.201,181.364,14.000
42.572,414,2,584.140,336.680,0.100,6.200,6.201,89.076,16.000
42.572,414,3,495.860,679.880,-0.100,-5.800,5.801,269.012,16.000
42.673,415,0,320.700,204.150,5.800,0.100,5.801,0.988,16.000
42.673,415,1,765.700,265.850,-4.200,-0.100,4.201,181.364,14.000
42.673,415,2,584.150,337.300,0.100,6.200,6.201,89.076,16.000
42.673,415,3,495.850,679.300,-0.100,-5.800,5.801,269.012,16.000
42.774,416,0,321.280,204.160,5.800,0.100,5.801,0.988,16.000
42.774,416,1,765.280,265.840,-4.200,-0.100,4.201,181.364,14.000
42.774,416,2,584.160,337.920,0.100,6.200,6.201,89.076,16.000
42.774,416,3,495.840,678.720,-0.100,-5.800,5.801,269.012,16.000
42.878,417,0,321.860,204.170,5.800,0.100,5.801,0.988,16.000
42.878,417,1,764.860,265.830,-4.200,-0.100,4.201,181.364,14.000
42.878,417,2,584.170,338.540,0.100,6.200,6.201,89.076,16.000
42.878,417,3,495.830,678.140,-0.100,-5.800,5.801,269.012,16.000
42.978,418,0,322.440,204.180,5.800,0.100,5.801,0.988,16.000
42.978,418,1,764.440,265.820,-4.200,-0.100,4.201,181.364,14.000
42.978,418,2,584.180,339.160,0.100,6.200,6.201,89.076,16.000
42.978,418,3,495.820,677.560,-0.100,-5.800,5.801,269.012,16.000
43.079,419,0,323.020,204.190,5.800,0.100,5.801,0.988,16.000
43.079,419,1,764.020,265.810,-4.200,-0.100,4.201,181.364,14.000
43.079,419,2,584.190,339.780,0.100,6.200,6.201,89.076,16.000
43.079,419,3,495.810,676.980,-0.100,-5.800,5.801,269.012,16.000
43.180,420,0,323.600,204.200,5.800,0.100,5.801,0.988,16.000
43.180,420,1,763.600,265.800,-4.200,-0.100,4.201,181.364,14.000
43.180,420,2,584.200,340.400,0.100,6.200,6.201,89.076,16.000
43.180,420,3,495.800,676.400,-0.100,-5.800,5.801,269.012,16.000
43.282,421,0,324.180,204.210,5.800,0.100,5.801,0.988,16.000
43.282,421,1,763.180,265.790,-4.200,-0.100,4.201,181.364,14.000
43.282,421,2,584.210,341.020,0.100,6.200,6.201,89.076,16.000
43.282,421,3,495.790,675.820,-0.100,-5.800,5.801,269.012,16.000
43.383,422,0,324.760,204.220,5.800,0.100,5.801,0.988,16.000
43.383,422,1,762.760,265.780,-4.200,-0.100,4.201,181.364,14.000
43.383,422,2,584.220,341.640,0.100,6.200,6.201,89.076,16.000
43.383,422,3,495.780,675.240,-0.100,-5.800,5.801,269.012,16.000
43.484,423,0,325.340,204.230,5.800,0.100,5.801,0.988,16.000
43.484,423,1,762.340,265.770,-4.200,-0.100,4.201,181.364,14.000
43.484,423,2,584.230,342.260,0.100,6.200,6.201,89.076,16.000
43.484,423,3,495.770,674.660,-0.100,-5.800,5.801,269.012,16.000
43.584,424,0,325.920,204.240,5.800,0.100,5.801,0.988,16.000
43.584,424,1,761.920,265.760,-4.200,-0.100,4.201,181.364,14.000
43.584,424,2,584.240,342.880,0.100,6.200,6.201,89.076,16.000
43.584,424,3,495.760,674.080,-0.100,-5.800,5.801,269.012,16.000
43.685,425,0,326.500,204.250,5.800,0.100,5.801,0.988,16.000
43.685,425,1,761.500,265.750,-4.200,-0.100,4.201,181.364,14.000
43.685,425,2,584.250,343.500,0.100,6.200,6.201,89.076,16.000
43.685,425,3,495.750,673.500,-0.100,-5.800,5.801,269.012,16.000
43.786,426,0,327.080,204.260,5.800,0.100,5.801,0.988,16.000
43.786,426,1,761.080,265.740,-4.200,-0.100,4.201,181.364,14.000
43.786,426,2,584.260,344.120,0.100,6.200,6.201,89.076,16.000
43.786,426,3,495.740,672.920,-0.100,-5.800,5.801,269.012,16.000
43.887,427,0,327.660,204.270,5.800,0.100,5.801,0.988,16.000
43.887,427,1,760.660,265.730,-4.200,-0.100,4.201,181.364,14.000
43.887,427,2,584.270,344.740,0.100,6.200,6.201,89.076,16.000
43.887,427,3,495.730,672.340,-0.100,-5.800,5.801,269.012,16.000
43.988,428,0,328.240,204.280,5.800,0.100,5.801,0.988,16.000
43.988,428,1,760.240,265.720,-4.200,-0.100,4.201,181.364,14.000
43.988,428,2,584.280,345.360,0.100,6.200,6.201,89.076,16.000
43.988,428,3,495.720,671.760,-0.100,-5.800,5.801,269.012,16.000
44.089,429,0,328.820,204.290,5.800,0.100,5.801,0.988,16.000
