t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
77.519,1521,478.773,470.712,149.732,0.000,-1.200,0.000,-1.200,672.140,-8.101,1
77.570,1522,478.773,470.712,146.294,0.000,-1.200,0.000,-1.200,672.140,-8.253,1
77.623,1523,478.773,470.712,142.857,0.000,-1.200,0.000,-1.200,672.140,-8.401,1
77.673,1524,478.773,470.712,139.419,0.000,-1.200,0.000,-1.200,672.140,-8.545,1
77.724,1525,478.773,470.712,135.981,0.000,-1.200,0.000,-1.200,672.140,-8.685,1
77.775,1526,478.773,470.712,132.543,0.000,-1.200,0.000,-1.200,672.140,-8.820,1
77.826,1527,478.773,470.712,129.106,0.000,-1.200,0.000,-1.200,672.140,-8.951,1
77.878,1528,478.773,470.712,125.668,0.000,-1.200,0.000,-1.200,672.140,-9.078,1
77.928,1529,478.773,470.712,122.230,0.000,-1.200,0.000,-1.200,672.140,-9.200,1
77.979,1530,478.773,470.712,118.792,0.000,-1.200,0.000,-1.200,672.140,-9.318,1
78.031,1531,478.773,470.712,115.355,0.000,-1.200,0.000,-1.200,672.140,-9.430,1
78.081,1532,478.773,470.712,111.917,0.000,-1.200,0.000,-1.200,672.140,-9.538,1
78.133,1533,478.773,470.712,108.479,0.000,-1.200,0.000,-1.200,672.140,-9.640,1
78.183,1534,478.773,470.712,105.041,0.000,-1.200,0.000,-1.200,672.140,-9.738,1
78.234,1535,478.773,470.712,101.604,0.000,-1.200,0.000,-1.200,672.140,-9.830,1
78.285,1536,478.773,470.712,98.166,0.000,-1.200,0.000,-1.200,672.140,-9.917,1
78.337,1537,478.773,470.712,94.728,0.000,-1.200,0.000,-1.200,672.140,-9.998,1
78.388,1538,478.773,470.712,91.290,0.000,-1.200,0.000,-1.200,672.140,-10.074,1
78.438,1539,478.773,470.712,87.853,0.000,-1.200,0.000,-1.200,672.140,-10.144,1
78.488,1540,478.773,470.712,84.415,0.000,-1.200,0.000,-1.200,672.140,-10.208,1
78.540,1541,478.773,470.712,80.977,0.000,-1.200,0.000,-1.200,672.140,-10.267,1
78.591,1542,478.773,470.712,77.539,0.000,-1.200,0.000,-1.200,672.140,-10.319,1
78.642,1543,478.773,470.712,74.102,0.000,-1.200,0.000,-1.200,672.140,-10.366,1
78.693,1544,478.773,470.712,70.664,0.000,-1.200,0.000,-1.200,672.140,-10.406,1
78.745,1545,478.773,470.712,67.226,0.000,-1.200,0.000,-1.200,672.140,-10.441,1
78.795,1546,478.773,470.712,63.788,0.000,-1.200,0.000,-1.200,672.140,-10.469,1
78.846,1547,478.773,470.712,60.351,0.000,-1.200,0.000,-1.200,672.140,-10.491,1
78.897,1548,478.773,470.712,56.913,0.000,-1.200,0.000,-1.200,672.140,-10.508,1
78.949,1549,478.773,470.712,53.475,0.000,-1.200,0.000,-1.200,672.140,-10.517,1
79.001,1550,478.773,470.712,50.037,0.000,-1.200,0.000,-1.200,672.140,-10.521,1
79.053,1551,478.773,470.712,46.600,0.000,-1.200,0.000,-1.200,672.140,-10.518,1
79.104,1552,478.773,470.712,43.162,0.000,-1.200,0.000,-1.200,672.140,-10.509,1
79.156,1553,478.773,470.712,39.724,0.000,-1.200,0.000,-1.200,672.140,-10.494,1
79.204,1554,478.773,470.712,36.286,0.000,-1.200,0.000,-1.200,672.140,-10.473,1
79.255,1555,478.773,470.712,32.849,0.000,-1.200,0.000,-1.200,672.140,-10.445,1
79.306,1556,478.773,470.712,29.411,0.000,-1.200,0.000,-1.200,672.140,-10.412,1
79.360,1557,478.773,470.712,25.973,0.000,-1.200,0.000,-1.200,672.140,-10.372,1
79.410,1558,478.773,470.712,22.535,0.000,-1.200,0.000,-1.200,672.140,-10.326,1
79.458,1559,478.773,470.712,19.098,0.000,-1.200,0.000,-1.200,672.140,-10.274,1
79.513,1560,478.773,470.712,15.660,0.000,-1.200,0.000,-1.200,672.140,-10.217,1
79.563,1561,478.773,470.712,12.222,0.000,-1.200,0.000,-1.200,672.140,-10.153,1
79.615,1562,478.773,470.712,8.785,0.000,-1.200,0.000,-1.200,672.140,-10.084,1
79.663,1563,478.773,470.712,5.347,0.000,-1.200,0.000,-1.200,672.140,-10.009,1
79.714,1564,478.773,470.712,1.909,0.000,-1.200,0.000,-1.200,672.140,-9.928,1
79.764,1565,478.773,470.712,-1.529,0.000,-1.200,0.000,-1.200,672.140,-9.842,1
79.815,1566,478.773,470.712,-4.966,0.000,-1.200,0.000,-1.200,672.140,-9.751,1
79.866,1567,478.773,470.712,-8.404,0.000,-1.200,0.000,-1.200,672.140,-9.654,1
79.918,1568,478.773,470.712,-11.842,0.000,-1.200,0.000,-1.200,672.140,-9.553,1
79.968,1569,478.773,470.712,-15.280,0.000,-1.200,0.000,-1.200,672.140,-9.446,1
80.020,1570,478.773,470.712,-18.717,0.000,-1.200,0.000,-1.200,672.140,-9.334,1
80.071,1571,478.773,470.712,-22.155,0.000,-1.200,0.000,-1.200,672.140,-9.217,1
80.120,1572,478.773,470.712,-25.593,0.000,-1.200,0.000,-1.200,672.140,-9.096,1
80.171,1573,478.773,470.712,-29.031,0.000,-1.200,0.000,-1.200,672.140,-8.970,1
80.221,1574,478.773,470.712,-32.468,0.000,-1.200,0.000,-1.200,672.140,-8.839,1
80.272,1575,478.773,470.712,-35.906,0.000,-1.200,0.000,-1.200,672.140,-8.704,1
80.323,1576,478.773,470.712,-39.344,0.000,-1.200,0.000,-1.200,672.140,-8.565,1
80.374,1577,478.773,470.712,-42.782,0.000,-1.200,0.000,-1.200,672.140,-8.421,1
80.445,1578,478.773,470.712,-46.219,0.000,-1.200,0.000,-1.200,672.140,-8.274,1
80.499,1579,478.773,470.712,-49.657,0.000,-1.200,0.000,-1.200,672.140,-8.123,1
80.551,1580,478.773,470.712,-53.095,0.000,-1.200,0.000,-1.200,672.140,-7.967,1
80.600,1581,478.773,470.712,-56.533,0.000,-1.200,0.000,-1.200,672.140,-7.809,1
80.651,1582,478.773,470.712,-59.970,0.000,-1.200,0.000,-1.200,672.140,-7.646,1
80.703,1583,478.773,470.712,-63.408,0.000,-1.200,0.000,-1.200,672.140,-7.480,1
80.754,1584,478.773,470.712,-66.846,0.000,-1.200,0.000,-1.200,672.140,-7.311,1
80.805,1585,478.773,470.712,-70.284,0.000,-1.200,0.000,-1.200,672.140,-7.138,1
80.856,1586,478.773,470.712,-73.721,0.000,-1.200,0.000,-1.200,672.140,-6.962,1
80.906,1587,478.773,470.712,-77.159,0.000,-1.200,0.000,-1.200,672.140,-6.783,1
80.957,1588,478.773,470.712,-80.597,0.000,-1.200,0.000,-1.200,672.140,-6.601,1
81.010,1589,478.773,470.712,-84.035,0.000,-1.200,0.000,-1.200,672.140,-6.417,1
81.059,1590,478.773,470.712,-87.472,0.000,-1.200,0.000,-1.200,672.140,-6.229,1
81.109,1591,478.773,470.712,-90.910,0.000,-1.200,0.000,-1.200,672.140,-6.039,1
81.160,1592,478.773,470.712,-94.348,0.000,-1.200,0.000,-1.200,672.140,-5.846,1
81.210,1593,478.773,470.712,-97.786,0.000,-1.200,0.000,-1.200,672.140,-5.650,1
81.261,1594,478.773,470.712,-101.223,0.000,-1.200,0.000,-1.200,672.140,-5.452,1
81.313,1595,478.773,470.712,-104.661,0.000,-1.200,0.000,-1.200,672.140,-5.252,1
81.363,1596,478.773,470.712,-108.099,0.000,-1.200,0.000,-1.200,672.140,-5.049,1
81.413,1597,478.773,470.712,-111.537,0.000,-1.200,0.000,-1.200,672.140,-4.844,1
81.464,1598,478.773,470.712,-114.974,0.000,-1.200,0.000,-1.200,672.140,-4.637,1
81.515,1599,478.773,470.712,-118.412,0.000,-1.200,0.000,-1.200,672.140,-4.427,1
81.566,1600,478.773,470.712,-121.850,0.000,-1.200,0.000,-1.200,672.140,-4.216,1
81.617,1601,478.773,470.712,-125.288,0.000,-1.200,0.000,-1.200,672.140,-4.003,1
81.668,1602,478.773,470.712,-128.725,0.000,-1.200,0.000,-1.200,672.140,-3.788,1
81.719,1603,478.773,470.712,-132.163,0.000,-1.200,0.000,-1.200,672.140,-3.571,1
81.770,1604,478.773,470.712,-135.601,0.000,-1.200,0.000,-1.200,672.140,-3.352,1
81.821,1605,478.773,470.712,-139.039,0.000,-1.200,0.000,-1.200,672.140,-3.131,1
81.872,1606,478.773,470.712,-142.476,0.000,-1.200,0.000,-1.200,672.140,-2.909,1
81.923,1607,478.773,470.712,-145.914,0.000,-1.200,0.000,-1.200,672.140,-2.685,1
81.974,1608,478.773,470.712,-149.352,0.000,-1.200,0.000,-1.200,672.140,-2.459,1
82.025,1609,478.773,470.712,-152.790,0.000,-1.200,0.000,-1.200,672.140,-2.233,1
82.076,1610,478.773,470.712,-156.227,0.000,-1.200,0.000,-1.200,672.140,-2.004,1
82.127,1611,478.773,470.712,-159.665,0.000,-1.200,0.000,-1.200,672.140,-1.774,1
82.178,1612,478.773,470.712,-163.103,0.000,-1.200,0.000,-1.200,672.140,-1.543,1
82.227,1613,478.773,470.712,-166.541,0.000,-1.200,0.000,-1.200,672.140,-1.310,1
82.278,1614,478.773,470.712,-169.978,0.000,-1.200,0.000,-1.200,672.140,-1.076,1
82.330,1615,478.773,470.712,-173.416,0.000,-1.200,0.000,-1.200,672.140,-0.841,1
82.381,1616,478.773,470.712,-176.854,0.000,-1.200,0.000,-1.200,672.140,-0.604,1
82.432,1617,478.773,470.712,179.708,0.000,-1.200,0.000,-1.200,672.140,-0.367,1
82.482,1618,478.773,470.712,176.271,0.000,-1.200,0.000,-1.200,672.140,-0.128,1
82.533,1619,478.766,470.713,173.119,0.125,-1.100,0.125,-1.100,672.144,0.112,0
82.585,1620,478.754,470.715,170.064,0.250,-1.067,0.250,-1.067,672.151,0.357,0
82.636,1621,478.736,470.719,167.008,0.375,-1.067,0.375,-1.067,672.161,0.607,0
82.688,1622,478.712,470.726,164.048,0.500,-1.033,0.500,-1.033,672.173,0.864,0
82.743,1623,478.682,470.736,161.183,0.625,-1.000,0.625,-1.000,672.186,1.126,0
82.788,1624,478.647,470.750,158.318,0.750,-1.000,0.750,-1.000,672.201,1.395,0
82.839,1625,478.607,470.768,155.549,0.875,-0.967,0.875,-0.967,672.216,1.670,0
82.895,1626,478.563,470.791,152.875,1.000,-0.933,1.000,-0.933,672.231,1.953,0
82.944,1627,478.514,470.819,150.297,1.125,-0.900,1.125,-0.900,672.245,2.242,0
82.997,1628,478.461,470.852,147.718,1.250,-0.900,1.250,-0.900,672.259,2.538,0
83.045,1629,478.405,470.891,145.235,1.375,-0.867,1.375,-0.867,672.270,2.842,0
83.096,1630,478.345,470.937,142.753,1.500,-0.867,1.500,-0.867,672.280,3.154,0
83.147,1631,478.283,470.988,140.365,1.625,-0.833,1.625,-0.833,672.287,3.472,0
83.198,1632,478.217,471.047,138.073,1.750,-0.800,1.750,-0.800,672.291,3.799,0
83.249,1633,478.150,471.112,135.782,1.875,-0.800,1.875,-0.800,672.291,4.132,0
83.300,1634,478.081,471.185,133.585,2.000,-0.767,2.000,-0.767,672.288,4.474,0
83.350,1635,478.011,471.264,131.389,2.125,-0.767,2.125,-0.767,672.281,4.822,0
83.401,1636,477.940,471.351,129.288,2.250,-0.733,2.250,-0.733,672.269,5.179,0
83.452,1637,477.868,471.446,127.187,2.375,-0.733,2.375,-0.733,672.252,5.543,0
83.502,1638,477.796,471.548,125.182,2.500,-0.700,2.500,-0.700,672.230,5.914,0
83.557,1639,477.724,471.658,123.177,2.625,-0.700,2.625,-0.700,672.202,6.292,0
83.607,1640,477.653,471.776,121.267,2.750,-0.667,2.750,-0.667,672.168,6.678,0
83.659,1641,477.582,471.901,119.357,2.875,-0.667,2.875,-0.667,672.129,7.071,0
83.708,1642,477.513,472.034,117.543,3.000,-0.633,3.000,-0.633,672.083,7.471,0
83.759,1643,477.445,472.175,115.728,3.125,-0.633,3.125,-0.633,672.031,7.877,0
83.810,1644,477.379,472.323,114.009,3.250,-0.600,3.250,-0.600,671.972,8.291,0
83.860,1645,477.315,472.479,112.290,3.375,-0.600,3.375,-0.600,671.906,8.711,0
83.912,1646,477.253,472.643,110.667,3.500,-0.567,3.500,-0.567,671.833,9.138,0
83.962,1647,477.194,472.814,109.044,3.625,-0.567,3.625,-0.567,671.753,9.571,0
84.013,1648,477.138,472.993,107.420,3.750,-0.567,3.750,-0.567,671.665,10.011,0
84.064,1649,477.085,473.180,105.892,3.875,-0.533,3.875,-0.533,671.570,10.457,0
84.115,1650,477.035,473.373,104.364,4.000,-0.533,4.000,-0.533,671.467,10.909,0
84.166,1651,476.989,473.574,102.932,4.125,-0.500,4.125,-0.500,671.357,11.367,0
84.217,1652,476.947,473.783,101.500,4.250,-0.500,4.250,-0.500,671.239,11.831,0
84.267,1653,476.909,473.998,100.067,4.375,-0.500,4.375,-0.500,671.114,12.301,0
84.318,1654,476.874,474.220,98.730,4.500,-0.467,4.500,-0.467,670.980,12.777,0
84.369,1655,476.845,474.450,97.393,4.625,-0.467,4.625,-0.467,670.838,13.258,0
84.421,1656,476.820,474.686,96.057,4.750,-0.467,4.750,-0.467,670.689,13.744,0
84.471,1657,476.799,474.929,94.815,4.875,-0.433,4.875,-0.433,670.531,14.236,0
84.523,1658,476.784,475.178,93.574,5.000,-0.433,5.000,-0.433,670.365,14.734,0
84.574,1659,476.773,475.434,92.332,5.125,-0.433,5.125,-0.433,670.191,15.236,0
84.625,1660,476.768,475.697,91.186,5.250,-0.400,5.250,-0.400,670.009,15.744,0
84.676,1661,476.767,475.965,90.041,5.375,-0.400,5.375,-0.400,669.819,16.257,0
84.727,1662,476.773,476.240,88.895,5.500,-0.400,5.500,-0.400,669.621,16.774,0
84.778,1663,476.783,476.521,87.844,5.625,-0.367,5.625,-0.367,669.415,17.297,0
84.829,1664,476.799,476.809,86.794,5.750,-0.367,5.750,-0.367,669.200,17.824,0
84.880,1665,476.821,477.101,85.743,5.875,-0.367,5.875,-0.367,668.978,18.357,0
84.931,1666,476.849,477.400,84.693,6.000,-0.367,6.000,-0.367,668.747,18.894,0
84.982,1667,476.882,477.705,83.738,6.125,-0.333,6.125,-0.333,668.508,19.435,0
85.033,1668,476.922,478.015,82.783,6.250,-0.333,6.250,-0.333,668.261,19.982,0
85.085,1669,476.967,478.330,81.828,6.375,-0.333,6.375,-0.333,668.007,20.532,0
85.136,1670,477.019,478.651,80.873,6.500,-0.333,6.500,-0.333,667.743,21.088,0
85.186,1671,477.076,478.977,80.014,6.625,-0.300,6.625,-0.300,667.473,21.648,0
85.236,1672,477.139,479.309,79.154,6.750,-0.300,6.750,-0.300,667.194,22.212,0
85.286,1673,477.209,479.645,78.295,6.875,-0.300,6.875,-0.300,666.907,22.781,0
85.337,1674,477.285,479.987,77.435,7.000,-0.300,7.000,-0.300,666.612,23.355,0
85.388,1675,477.368,480.333,76.576,7.125,-0.300,7.125,-0.300,666.309,23.932,0
85.442,1676,477.457,480.685,75.812,7.250,-0.267,7.250,-0.267,665.998,24.514,0
85.492,1677,477.552,481.041,75.048,7.375,-0.267,7.375,-0.267,665.680,25.100,0
85.543,1678,477.654,481.402,74.284,7.500,-0.267,7.500,-0.267,665.353,25.691,0
85.594,1679,477.762,481.768,73.520,7.625,-0.267,7.625,-0.267,665.019,26.286,0
85.646,1680,477.877,482.138,72.756,7.750,-0.267,7.750,-0.267,664.677,26.886,0
85.694,1681,477.998,482.512,72.088,7.875,-0.233,7.875,-0.233,664.327,27.489,0
85.746,1682,478.125,482.892,71.419,8.000,-0.233,8.000,-0.233,663.970,28.097,0
85.796,1683,478.259,483.275,70.751,8.125,-0.233,8.125,-0.233,663.605,28.709,0
85.851,1684,478.400,483.663,70.083,8.250,-0.233,8.250,-0.233,663.232,29.326,0
85.901,1685,478.547,484.055,69.414,8.375,-0.233,8.375,-0.233,662.852,29.947,0
85.953,1686,478.700,484.451,68.841,8.500,-0.200,8.500,-0.200,662.464,30.572,0
86.002,1687,478.860,484.852,68.268,8.625,-0.200,8.625,-0.200,662.069,31.201,0
86.054,1688,479.026,485.257,67.695,8.750,-0.200,8.750,-0.200,661.667,31.835,0
86.105,1689,479.199,485.666,67.122,8.875,-0.200,8.875,-0.200,661.257,32.474,0
86.156,1690,479.376,486.074,66.549,8.900,-0.200,8.900,-0.200,660.844,33.117,0
86.208,1691,479.557,486.480,65.976,8.900,-0.200,8.900,-0.200,660.430,33.760,0
86.259,1692,479.742,486.885,65.403,8.900,-0.200,8.900,-0.200,660.014,34.403,0
86.305,1693,479.931,487.288,64.926,8.900,-0.167,8.900,-0.167,659.597,35.045,0
86.356,1694,480.123,487.689,64.448,8.900,-0.167,8.900,-0.167,659.178,35.686,0
86.411,1695,480.318,488.089,63.971,8.900,-0.167,8.900,-0.167,658.759,36.327,0
86.462,1696,480.516,488.488,63.494,8.900,-0.167,8.900,-0.167,658.338,36.967,0
86.513,1697,480.718,488.884,63.016,8.900,-0.167,8.900,-0.167,657.916,37.607,0
86.563,1698,480.924,489.279,62.539,8.900,-0.167,8.900,-0.167,657.493,38.247,0
86.615,1699,481.132,489.672,62.061,8.900,-0.167,8.900,-0.167,657.068,38.886,0
86.666,1700,481.344,490.063,61.584,8.900,-0.167,8.900,-0.167,656.643,39.524,0
86.717,1701,481.558,490.453,61.202,8.900,-0.133,8.900,-0.133,656.217,40.162,0
86.766,1702,481.775,490.842,60.820,8.900,-0.133,8.900,-0.133,655.790,40.799,0
86.816,1703,481.995,491.229,60.438,8.900,-0.133,8.900,-0.133,655.362,41.436,0
86.867,1704,482.217,491.615,60.056,8.900,-0.133,8.900,-0.133,654.934,42.073,0
86.918,1705,482.441,491.999,59.674,8.900,-0.133,8.900,-0.133,654.504,42.710,0
86.969,1706,482.669,492.381,59.292,8.900,-0.133,8.900,-0.133,654.074,43.347,0
87.021,1707,482.899,492.762,58.910,8.900,-0.133,8.900,-0.133,653.644,43.983,0
87.072,1708,483.131,493.142,58.528,8.900,-0.133,8.900,-0.133,653.212,44.619,0
87.121,1709,483.366,493.520,58.146,8.900,-0.133,8.900,-0.133,652.780,45.254,0
87.174,1710,483.603,493.896,57.764,8.900,-0.133,8.900,-0.133,652.347,45.889,0
87.225,1711,483.843,494.271,57.382,8.900,-0.133,8.900,-0.133,651.913,46.524,0
87.275,1712,484.085,494.645,57.096,8.900,-0.100,8.900,-0.100,651.479,47.158,0
87.326,1713,484.328,495.017,56.809,8.900,-0.100,8.900,-0.100,651.045,47.792,0
87.377,1714,484.574,495.388,56.523,8.900,-0.100,8.900,-0.100,650.610,48.426,0
87.431,1715,484.821,495.758,56.236,8.900,-0.100,8.900,-0.100,650.175,49.060,0
87.482,1716,485.070,496.127,55.950,8.900,-0.100,8.900,-0.100,649.739,49.694,0
87.530,1717,485.321,496.494,55.663,8.900,-0.100,8.900,-0.100,649.302,50.328,0
87.583,1718,485.574,496.861,55.377,8.900,-0.100,8.900,-0.100,648.866,50.962,0
87.633,1719,485.829,497.226,55.090,8.900,-0.100,8.900,-0.100,648.429,51.596,0
87.684,1720,486.085,497.589,54.804,8.900,-0.100,8.900,-0.100,647.991,52.229,0
87.735,1721,486.344,497.952,54.517,8.900,-0.100,8.900,-0.100,647.553,52.863,0
87.785,1722,486.604,498.313,54.231,8.900,-0.100,8.900,-0.100,647.115,53.496,0
87.838,1723,486.866,498.672,53.944,8.900,-0.100,8.900,-0.100,646.676,54.129,0
87.888,1724,487.129,499.031,53.658,8.900,-0.100,8.900,-0.100,646.237,54.762,0
87.940,1725,487.394,499.388,53.467,8.900,-0.067,8.900,-0.067,645.798,55.394,0
87.989,1726,487.660,499.745,53.276,8.900,-0.067,8.900,-0.067,645.358,56.027,0
88.039,1727,487.928,500.101,53.085,8.900,-0.067,8.900,-0.067,644.919,56.660,0
88.089,1728,488.196,500.456,52.894,8.900,-0.067,8.900,-0.067,644.479,57.293,0
88.140,1729,488.466,500.810,52.703,8.900,-0.067,8.900,-0.067,644.039,57.927,0
88.191,1730,488.737,501.163,52.512,8.900,-0.067,8.900,-0.067,643.598,58.560,0
88.246,1731,489.009,501.515,52.321,8.900,-0.067,8.900,-0.067,643.158,59.194,0
88.293,1732,489.282,501.866,52.130,8.900,-0.067,8.900,-0.067,642.717,59.827,0
88.344,1733,489.556,502.217,51.939,8.900,-0.067,8.900,-0.067,642.276,60.461,0
88.395,1734,489.832,502.566,51.748,8.900,-0.067,8.900,-0.067,641.835,61.095,0
88.445,1735,490.108,502.915,51.557,8.900,-0.067,8.900,-0.067,641.394,61.729,0
88.496,1736,490.386,503.262,51.366,8.900,-0.067,8.900,-0.067,640.952,62.363,0
88.549,1737,490.665,503.609,51.175,8.900,-0.067,8.900,-0.067,640.510,62.997,0
88.602,1738,490.945,503.955,50.984,8.900,-0.067,8.900,-0.067,640.069,63.631,0
88.654,1739,491.226,504.300,50.793,8.900,-0.067,8.900,-0.067,639.627,64.265,0
88.704,1740,491.509,504.643,50.602,8.900,-0.067,8.900,-0.067,639.184,64.900,0
88.754,1741,491.793,504.986,50.411,8.900,-0.067,8.900,-0.067,638.742,65.534,0
88.806,1742,492.077,505.328,50.220,8.900,-0.067,8.900,-0.067,638.299,66.168,0
88.857,1743,492.363,505.669,50.029,8.900,-0.067,8.900,-0.067,637.857,66.802,0
88.908,1744,492.650,506.009,49.838,8.900,-0.067,8.900,-0.067,637.414,67.436,0
88.958,1745,492.938,506.349,49.743,8.900,-0.033,8.900,-0.033,636.971,68.070,0
89.009,1746,493.226,506.688,49.647,8.900,-0.033,8.900,-0.033,636.528,68.704,0
89.060,1747,493.515,507.027,49.552,8.900,-0.033,8.900,-0.033,636.085,69.339,0
89.111,1748,493.804,507.365,49.456,8.900,-0.033,8.900,-0.033,635.642,69.974,0
89.162,1749,494.094,507.703,49.361,8.900,-0.033,8.900,-0.033,635.199,70.609,0
89.212,1750,494.384,508.040,49.265,8.900,-0.033,8.900,-0.033,634.756,71.245,0
89.264,1751,494.675,508.377,49.170,8.900,-0.033,8.900,-0.033,634.312,71.881,0
89.315,1752,494.966,508.713,49.074,8.900,-0.033,8.900,-0.033,633.869,72.518,0
89.365,1753,495.259,509.048,48.979,8.900,-0.033,8.900,-0.033,633.426,73.154,0
89.416,1754,495.551,509.384,48.883,8.900,-0.033,8.900,-0.033,632.982,73.792,0
89.468,1755,495.844,509.719,48.788,8.900,-0.033,8.900,-0.033,632.539,74.429,0
89.518,1756,496.138,510.053,48.692,8.900,-0.033,8.900,-0.033,632.095,75.066,0
89.570,1757,496.432,510.387,48.597,8.900,-0.033,8.900,-0.033,631.651,75.704,0
89.621,1758,496.727,510.720,48.501,8.900,-0.033,8.900,-0.033,631.208,76.343,0
89.672,1759,497.023,511.053,48.406,8.900,-0.033,8.900,-0.033,630.764,76.981,0
89.723,1760,497.319,511.385,48.310,8.900,-0.033,8.900,-0.033,630.320,77.620,0
89.775,1761,497.615,511.717,48.215,8.900,-0.033,8.900,-0.033,629.876,78.258,0
89.826,1762,497.912,512.048,48.119,8.900,-0.033,8.900,-0.033,629.432,78.898,0
89.875,1763,498.210,512.379,48.024,8.900,-0.033,8.900,-0.033,628.989,79.537,0
89.924,1764,498.508,512.709,47.928,8.900,-0.033,8.900,-0.033,628.545,80.176,0
89.979,1765,498.807,513.039,47.833,8.900,-0.033,8.900,-0.033,628.100,80.816,0
90.026,1766,499.106,513.368,47.737,8.900,-0.033,8.900,-0.033,627.656,81.456,0
90.081,1767,499.406,513.697,47.642,8.900,-0.033,8.900,-0.033,627.212,82.096,0
90.130,1768,499.706,514.026,47.546,8.900,-0.033,8.900,-0.033,626.768,82.736,0
90.180,1769,500.007,514.353,47.451,8.900,-0.033,8.900,-0.033,626.324,83.377,0
90.232,1770,500.309,514.681,47.355,8.900,-0.033,8.900,-0.033,625.880,84.017,0
90.282,1771,500.611,515.008,47.260,8.900,-0.033,8.900,-0.033,625.435,84.658,0
90.332,1772,500.913,515.334,47.164,8.900,-0.033,8.900,-0.033,624.991,85.299,0
90.382,1773,501.216,515.660,47.069,8.900,-0.033,8.900,-0.033,624.547,85.940,0
90.433,1774,501.520,515.985,46.973,8.900,-0.033,8.900,-0.033,624.102,86.581,0
90.483,1775,501.824,516.310,46.878,8.900,-0.033,8.900,-0.033,623.658,87.222,0
90.534,1776,502.129,516.634,46.782,8.900,-0.033,8.900,-0.033,623.213,87.863,0
90.588,1777,502.434,516.958,46.687,8.900,-0.033,8.900,-0.033,622.769,88.504,0
90.641,1778,502.740,517.281,46.591,8.900,-0.033,8.900,-0.033,622.324,89.146,0
90.691,1779,503.046,517.604,46.496,8.900,-0.033,8.900,-0.033,621.879,89.788,0
90.741,1780,503.353,517.926,46.400,8.900,-0.033,8.900,-0.033,621.435,90.429,0
90.791,1781,503.661,518.248,46.305,8.900,-0.033,8.900,-0.033,620.990,91.071,0
90.843,1782,503.968,518.569,46.209,8.900,-0.033,8.900,-0.033,620.545,91.713,0
90.894,1783,504.277,518.890,46.114,8.900,-0.033,8.900,-0.033,620.101,92.112,0
90.945,1784,504.586,519.210,46.018,8.900,-0.033,8.900,-0.033,619.656,91.941,0
90.996,1785,504.896,519.530,45.923,8.900,-0.033,8.900,-0.033,619.211,91.772,0
91.047,1786,505.205,519.849,45.923,8.900,0.000,8.900,0.000,618.767,91.328,0
91.098,1787,505.515,520.169,45.923,8.900,0.000,8.900,0.000,618.322,91.147,0
91.149,1788,505.824,520.489,45.923,8.900,0.000,8.900,0.000,617.877,90.967,0
91.200,1789,506.134,520.809,45.923,8.900,0.000,8.900,0.000,617.432,90.787,0
91.250,1790,506.443,521.128,45.923,8.900,0.000,8.900,0.000,616.987,90.608,0
91.300,1791,506.753,521.448,45.923,8.900,0.000,8.900,0.000,616.543,90.430,0
91.351,1792,507.062,521.768,45.923,8.900,0.000,8.900,0.000,616.098,90.252,0
91.402,1793,507.372,522.087,45.923,8.900,0.000,8.900,0.000,615.653,90.075,0
91.453,1794,507.682,522.407,45.923,8.900,0.000,8.900,0.000,615.208,89.898,0
91.508,1795,507.991,522.727,45.923,8.900,0.000,8.900,0.000,614.764,89.721,0
91.558,1796,508.301,523.046,45.923,8.900,0.000,8.900,0.000,614.319,89.546,0
91.610,1797,508.610,523.366,45.923,8.900,0.000,8.900,0.000,613.874,89.370,0
91.661,1798,508.920,523.686,45.923,8.900,0.000,8.900,0.000,613.429,89.196,0
91.710,1799,509.229,524.005,45.923,8.900,0.000,8.900,0.000,612.985,89.022,0
91.762,1800,509.539,524.325,45.923,8.900,0.000,8.900,0.000,612.540,88.848,0
91.811,1801,509.848,524.645,45.923,8.900,0.000,8.900,0.000,612.095,88.675,0
91.862,1802,510.158,524.965,45.923,8.900,0.000,8.900,0.000,611.650,88.502,0
91.912,1803,510.468,525.284,45.923,8.900,0.000,8.900,0.000,611.206,88.331,0
91.966,1804,510.777,525.604,45.923,8.900,0.000,8.900,0.000,610.761,88.159,0
92.017,1805,511.087,525.924,45.923,8.900,0.000,8.900,0.000,610.316,87.989,0
92.069,1806,511.396,526.243,45.923,8.900,0.000,8.900,0.000,609.871,87.818,0
92.119,1807,511.706,526.563,45.923,8.900,0.000,8.900,0.000,609.427,87.649,0
92.170,1808,512.015,526.883,45.923,8.900,0.000,8.900,0.000,608.982,87.480,0
92.222,1809,512.325,527.202,45.923,8.900,0.000,8.900,0.000,608.537,87.311,0
92.273,1810,512.634,527.522,45.923,8.900,0.000,8.900,0.000,608.092,87.143,0
92.323,1811,512.944,527.842,45.923,8.900,0.000,8.900,0.000,607.648,86.976,0
92.372,1812,513.253,528.161,45.923,8.900,0.000,8.900,0.000,607.203,86.809,0
92.421,1813,513.563,528.481,45.923,8.900,0.000,8.900,0.000,606.758,86.643,0
92.472,1814,513.873,528.801,45.923,8.900,0.000,8.900,0.000,606.313,86.478,0
