t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
0.002,1,30.006,30.002,15.286,0.125,0.100,0.125,0.100,1301.071,153.046,0
0.053,2,30.018,30.005,15.764,0.250,0.167,0.250,0.167,1301.060,152.834,0
0.104,3,30.036,30.010,16.241,0.375,0.167,0.375,0.167,1301.044,152.640,0
0.155,4,30.060,30.017,16.719,0.500,0.167,0.500,0.167,1301.022,152.438,0
0.206,5,30.090,30.027,17.196,0.625,0.167,0.625,0.167,1300.994,152.228,0
0.257,6,30.126,30.038,17.674,0.750,0.167,0.750,0.167,1300.961,152.011,0
0.308,7,30.167,30.052,18.151,0.875,0.167,0.875,0.167,1300.922,151.785,0
0.359,8,30.215,30.068,18.629,1.000,0.167,1.000,0.167,1300.877,151.553,0
0.410,9,30.268,30.086,19.106,1.125,0.167,1.125,0.167,1300.826,151.312,0
0.461,10,30.327,30.107,19.584,1.250,0.167,1.250,0.167,1300.770,151.063,0
0.512,11,30.391,30.131,20.061,1.375,0.167,1.375,0.167,1300.708,150.807,0
0.563,12,30.461,30.157,20.539,1.500,0.167,1.500,0.167,1300.639,150.543,0
0.614,13,30.537,30.186,21.016,1.625,0.167,1.625,0.167,1300.565,150.271,0
0.666,14,30.619,30.218,21.494,1.750,0.167,1.750,0.167,1300.485,149.991,0
0.716,15,30.706,30.253,21.971,1.875,0.167,1.875,0.167,1300.399,149.703,0
0.768,16,30.798,30.291,22.448,2.000,0.167,2.000,0.167,1300.306,149.407,0
0.818,17,30.896,30.333,22.926,2.125,0.167,2.125,0.167,1300.208,149.104,0
0.870,18,30.999,30.377,23.403,2.250,0.167,2.250,0.167,1300.103,148.792,0
0.921,19,31.108,30.426,23.881,2.375,0.167,2.375,0.167,1299.992,148.472,0
0.973,20,31.222,30.477,24.358,2.500,0.167,2.500,0.167,1299.875,148.145,0
1.023,21,31.341,30.532,24.836,2.625,0.167,2.625,0.167,1299.752,147.810,0
1.073,22,31.465,30.591,25.313,2.750,0.167,2.750,0.167,1299.623,147.466,0
1.124,23,31.594,30.654,25.791,2.875,0.167,2.875,0.167,1299.487,147.115,0
1.175,24,31.729,30.720,26.268,3.000,0.167,3.000,0.167,1299.345,146.755,0
1.226,25,31.868,30.790,26.746,3.125,0.167,3.125,0.167,1299.197,146.388,0
1.277,26,32.013,30.864,27.128,3.250,0.133,3.250,0.133,1299.042,146.255,0
1.328,27,32.163,30.942,27.510,3.375,0.133,3.375,0.133,1298.881,145.886,0
1.379,28,32.317,31.024,27.892,3.500,0.133,3.500,0.133,1298.714,145.511,0
1.430,29,32.477,31.110,28.274,3.625,0.133,3.625,0.133,1298.540,145.128,0
1.481,30,32.642,31.200,28.655,3.750,0.133,3.750,0.133,1298.360,144.737,0
1.531,31,32.811,31.294,29.037,3.875,0.133,3.875,0.133,1298.174,144.338,0
1.582,32,32.985,31.392,29.419,4.000,0.133,4.000,0.133,1297.982,143.932,0
1.633,33,33.164,31.495,29.801,4.125,0.133,4.125,0.133,1297.783,143.518,0
1.684,34,33.348,31.602,30.183,4.250,0.133,4.250,0.133,1297.577,143.097,0
1.734,35,33.536,31.713,30.565,4.375,0.133,4.375,0.133,1297.365,142.668,0
1.787,36,33.729,31.829,30.947,4.500,0.133,4.500,0.133,1297.147,142.231,0
1.836,37,33.927,31.948,31.234,4.625,0.100,4.625,0.100,1296.923,142.130,0
1.887,38,34.129,32.073,31.520,4.750,0.100,4.750,0.100,1296.692,141.697,0
1.942,39,34.337,32.201,31.807,4.875,0.100,4.875,0.100,1296.455,141.256,0
1.994,40,34.548,32.334,32.093,5.000,0.100,5.000,0.100,1296.211,140.808,0
2.045,41,34.765,32.471,32.380,5.125,0.100,5.125,0.100,1295.961,140.353,0
2.094,42,34.986,32.613,32.666,5.250,0.100,5.250,0.100,1295.705,139.890,0
2.145,43,35.211,32.759,32.953,5.375,0.100,5.375,0.100,1295.442,139.421,0
2.198,44,35.441,32.910,33.239,5.500,0.100,5.500,0.100,1295.173,138.944,0
2.249,45,35.676,33.065,33.526,5.625,0.100,5.625,0.100,1294.897,138.460,0
2.300,46,35.915,33.225,33.812,5.750,0.100,5.750,0.100,1294.615,137.968,0
2.350,47,36.158,33.390,34.099,5.875,0.100,5.875,0.100,1294.327,137.470,0
2.403,48,36.405,33.559,34.385,6.000,0.100,6.000,0.100,1294.032,136.964,0
2.453,49,36.657,33.733,34.672,6.125,0.100,6.125,0.100,1293.731,136.450,0
2.504,50,36.913,33.912,34.958,6.250,0.100,6.250,0.100,1293.423,135.930,0
2.555,51,37.174,34.096,35.245,6.375,0.100,6.375,0.100,1293.109,135.402,0
2.606,52,37.438,34.285,35.435,6.500,0.067,6.500,0.067,1292.789,135.350,0
2.657,53,37.708,34.478,35.626,6.625,0.067,6.625,0.067,1292.462,134.831,0
2.708,54,37.981,34.675,35.817,6.750,0.067,6.750,0.067,1292.129,134.305,0
2.759,55,38.259,34.877,36.008,6.875,0.067,6.875,0.067,1291.790,133.772,0
2.809,56,38.542,35.084,36.199,7.000,0.067,7.000,0.067,1291.444,133.233,0
2.856,57,38.829,35.295,36.390,7.125,0.067,7.125,0.067,1291.092,132.687,0
2.910,58,39.120,35.511,36.581,7.250,0.067,7.250,0.067,1290.733,132.134,0
2.961,59,39.415,35.732,36.772,7.375,0.067,7.375,0.067,1290.368,131.575,0
3.012,60,39.715,35.958,36.963,7.500,0.067,7.500,0.067,1289.997,131.009,0
3.065,61,40.019,36.188,37.154,7.625,0.067,7.625,0.067,1289.620,130.436,0
3.115,62,40.327,36.423,37.345,7.750,0.067,7.750,0.067,1289.236,129.856,0
3.166,63,40.639,36.663,37.536,7.875,0.067,7.875,0.067,1288.845,129.269,0
3.217,64,40.955,36.908,37.727,8.000,0.067,8.000,0.067,1288.449,128.676,0
3.268,65,41.276,37.157,37.918,8.125,0.067,8.125,0.067,1288.046,128.076,0
3.316,66,41.600,37.412,38.109,8.250,0.067,8.250,0.067,1287.636,127.469,0
3.367,67,41.929,37.671,38.300,8.375,0.067,8.375,0.067,1287.220,126.855,0
3.419,68,42.262,37.936,38.491,8.500,0.067,8.500,0.067,1286.798,126.235,0
3.469,69,42.598,38.206,38.682,8.625,0.067,8.625,0.067,1286.370,125.607,0
3.520,70,42.939,38.480,38.873,8.750,0.067,8.750,0.067,1285.935,124.973,0
3.574,71,43.283,38.760,39.064,8.875,0.067,8.875,0.067,1285.494,124.332,0
3.627,72,43.628,39.041,39.255,8.900,0.067,8.900,0.067,1285.051,123.943,0
3.677,73,43.972,39.323,39.351,8.900,0.033,8.900,0.033,1284.608,124.295,0
3.726,74,44.316,39.606,39.446,8.900,0.033,8.900,0.033,1284.165,123.989,0
3.778,75,44.659,39.890,39.542,8.900,0.033,8.900,0.033,1283.723,123.683,0
3.830,76,45.002,40.173,39.637,8.900,0.033,8.900,0.033,1283.280,123.376,0
3.881,77,45.344,40.458,39.733,8.900,0.033,8.900,0.033,1282.837,123.069,0
3.932,78,45.686,40.743,39.828,8.900,0.033,8.900,0.033,1282.394,122.762,0
3.986,79,46.027,41.028,39.924,8.900,0.033,8.900,0.033,1281.950,122.454,0
4.034,80,46.368,41.315,40.019,8.900,0.033,8.900,0.033,1281.507,122.146,0
4.084,81,46.708,41.601,40.115,8.900,0.033,8.900,0.033,1281.064,121.837,0
4.135,82,47.048,41.889,40.210,8.900,0.033,8.900,0.033,1280.621,121.529,0
4.188,83,47.387,42.176,40.306,8.900,0.033,8.900,0.033,1280.177,121.219,0
4.238,84,47.726,42.465,40.401,8.900,0.033,8.900,0.033,1279.734,120.910,0
4.286,85,48.064,42.754,40.497,8.900,0.033,8.900,0.033,1279.290,120.600,0
4.340,86,48.402,43.043,40.592,8.900,0.033,8.900,0.033,1278.847,120.290,0
4.388,87,48.740,43.334,40.688,8.900,0.033,8.900,0.033,1278.403,119.980,0
4.438,88,49.077,43.624,40.783,8.900,0.033,8.900,0.033,1277.959,119.669,0
4.488,89,49.413,43.915,40.879,8.900,0.033,8.900,0.033,1277.515,119.358,0
4.540,90,49.749,44.207,40.974,8.900,0.033,8.900,0.033,1277.072,119.046,0
4.591,91,50.085,44.500,41.070,8.900,0.033,8.900,0.033,1276.628,118.735,0
4.642,92,50.420,44.792,41.165,8.900,0.033,8.900,0.033,1276.184,118.423,0
4.693,93,50.754,45.086,41.261,8.900,0.033,8.900,0.033,1275.740,118.110,0
4.744,94,51.088,45.380,41.356,8.900,0.033,8.900,0.033,1275.296,117.798,0
4.796,95,51.422,45.675,41.452,8.900,0.033,8.900,0.033,1274.852,117.485,0
4.845,96,51.755,45.970,41.547,8.900,0.033,8.900,0.033,1274.408,117.171,0
4.901,97,52.087,46.265,41.643,8.900,0.033,8.900,0.033,1273.964,116.858,0
4.953,98,52.419,46.562,41.738,8.900,0.033,8.900,0.033,1273.519,116.544,0
5.003,99,52.751,46.858,41.834,8.900,0.033,8.900,0.033,1273.075,116.230,0
5.050,100,53.082,47.156,41.929,8.900,0.033,8.900,0.033,1272.631,115.915,0
5.105,101,53.413,47.454,42.025,8.900,0.033,8.900,0.033,1272.187,115.600,0
5.157,102,53.743,47.752,42.120,8.900,0.033,8.900,0.033,1271.742,115.285,0
5.207,103,54.072,48.051,42.215,8.900,0.033,8.900,0.033,1271.298,114.970,0
5.257,104,54.401,48.351,42.311,8.900,0.033,8.900,0.033,1270.853,114.654,0
5.308,105,54.730,48.651,42.406,8.900,0.033,8.900,0.033,1270.409,114.339,0
5.357,106,55.058,48.951,42.502,8.900,0.033,8.900,0.033,1269.964,114.022,0
5.408,107,55.386,49.253,42.597,8.900,0.033,8.900,0.033,1269.520,113.706,0
5.459,108,55.713,49.554,42.693,8.900,0.033,8.900,0.033,1269.075,113.389,0
5.511,109,56.039,49.857,42.788,8.900,0.033,8.900,0.033,1268.631,113.072,0
5.563,110,56.365,50.160,42.884,8.900,0.033,8.900,0.033,1268.186,112.755,0
5.612,111,56.691,50.463,42.979,8.900,0.033,8.900,0.033,1267.741,112.437,0
5.664,112,57.016,50.767,43.075,8.900,0.033,8.900,0.033,1267.297,112.119,0
5.716,113,57.340,51.071,43.170,8.900,0.033,8.900,0.033,1266.852,111.801,0
5.768,114,57.664,51.376,43.266,8.900,0.033,8.900,0.033,1266.407,111.483,0
5.818,115,57.989,51.681,43.266,8.900,0.000,8.900,0.000,1265.962,111.824,0
5.869,116,58.313,51.986,43.266,8.900,0.000,8.900,0.000,1265.518,111.526,0
5.922,117,58.637,52.291,43.266,8.900,0.000,8.900,0.000,1265.073,111.227,0
5.971,118,58.961,52.596,43.266,8.900,0.000,8.900,0.000,1264.628,110.929,0
6.023,119,59.285,52.901,43.266,8.900,0.000,8.900,0.000,1264.184,110.631,0
6.075,120,59.609,53.206,43.266,8.900,0.000,8.900,0.000,1263.739,110.333,0
6.124,121,59.933,53.511,43.266,8.900,0.000,8.900,0.000,1263.294,110.035,0
6.175,122,60.257,53.816,43.266,8.900,0.000,8.900,0.000,1262.849,109.737,0
6.228,123,60.581,54.121,43.266,8.900,0.000,8.900,0.000,1262.405,109.439,0
6.277,124,60.905,54.426,43.266,8.900,0.000,8.900,0.000,1261.960,109.141,0
6.327,125,61.229,54.731,43.266,8.900,0.000,8.900,0.000,1261.515,108.843,0
6.381,126,61.553,55.036,43.266,8.900,0.000,8.900,0.000,1261.070,108.545,0
6.432,127,61.877,55.341,43.266,8.900,0.000,8.900,0.000,1260.626,108.247,0
6.485,128,62.201,55.646,43.266,8.900,0.000,8.900,0.000,1260.181,107.949,0
6.537,129,62.525,55.951,43.266,8.900,0.000,8.900,0.000,1259.736,107.651,0
6.585,130,62.849,56.256,43.266,8.900,0.000,8.900,0.000,1259.291,107.353,0
6.636,131,63.173,56.561,43.266,8.900,0.000,8.900,0.000,1258.847,107.055,0
6.687,132,63.497,56.866,43.266,8.900,0.000,8.900,0.000,1258.402,106.757,0
6.738,133,63.821,57.171,43.266,8.900,0.000,8.900,0.000,1257.957,106.459,0
6.791,134,64.145,57.476,43.266,8.900,0.000,8.900,0.000,1257.512,106.161,0
6.840,135,64.469,57.781,43.266,8.900,0.000,8.900,0.000,1257.068,105.863,0
6.892,136,64.793,58.086,43.266,8.900,0.000,8.900,0.000,1256.623,105.565,0
6.942,137,65.117,58.391,43.266,8.900,0.000,8.900,0.000,1256.178,105.267,0
6.993,138,65.441,58.696,43.266,8.900,0.000,8.900,0.000,1255.733,104.970,0
7.043,139,65.766,59.001,43.266,8.900,0.000,8.900,0.000,1255.289,104.672,0
7.094,140,66.090,59.306,43.266,8.900,0.000,8.900,0.000,1254.844,104.374,0
7.146,141,66.414,59.611,43.266,8.900,0.000,8.900,0.000,1254.399,104.076,0
7.196,142,66.738,59.916,43.266,8.900,0.000,8.900,0.000,1253.954,103.779,0
7.248,143,67.062,60.221,43.266,8.900,0.000,8.900,0.000,1253.510,103.481,0
7.300,144,67.386,60.526,43.266,8.900,0.000,8.900,0.000,1253.065,103.183,0
7.348,145,67.710,60.831,43.266,8.900,0.000,8.900,0.000,1252.620,102.886,0
7.397,146,68.034,61.136,43.266,8.900,0.000,8.900,0.000,1252.175,102.588,0
7.449,147,68.358,61.441,43.266,8.900,0.000,8.900,0.000,1251.731,102.290,0
7.498,148,68.682,61.746,43.266,8.900,0.000,8.900,0.000,1251.286,101.993,0
7.550,149,69.006,62.051,43.266,8.900,0.000,8.900,0.000,1250.841,101.695,0
7.601,150,69.330,62.356,43.266,8.900,0.000,8.900,0.000,1250.396,101.398,0
7.654,151,69.654,62.661,43.266,8.900,0.000,8.900,0.000,1249.952,101.100,0
7.705,152,69.978,62.966,43.266,8.900,0.000,8.900,0.000,1249.507,100.803,0
7.756,153,70.302,63.271,43.266,8.900,0.000,8.900,0.000,1249.062,100.505,0
7.807,154,70.626,63.576,43.266,8.900,0.000,8.900,0.000,1248.618,100.208,0
7.858,155,70.950,63.881,43.266,8.900,0.000,8.900,0.000,1248.173,99.910,0
7.909,156,71.274,64.186,43.266,8.900,0.000,8.900,0.000,1247.728,99.613,0
7.960,157,71.598,64.491,43.266,8.900,0.000,8.900,0.000,1247.283,99.315,0
8.011,158,71.922,64.796,43.266,8.900,0.000,8.900,0.000,1246.839,99.018,0
8.062,159,72.246,65.101,43.266,8.900,0.000,8.900,0.000,1246.394,98.720,0
8.113,160,72.570,65.406,43.266,8.900,0.000,8.900,0.000,1245.949,98.423,0
8.165,161,72.894,65.711,43.266,8.900,0.000,8.900,0.000,1245.504,98.126,0
8.216,162,73.218,66.016,43.266,8.900,0.000,8.900,0.000,1245.060,97.828,0
8.266,163,73.542,66.321,43.266,8.900,0.000,8.900,0.000,1244.615,97.531,0
8.316,164,73.867,66.626,43.266,8.900,0.000,8.900,0.000,1244.170,97.234,0
8.367,165,74.191,66.931,43.266,8.900,0.000,8.900,0.000,1243.725,96.937,0
8.417,166,74.515,67.236,43.266,8.900,0.000,8.900,0.000,1243.281,96.640,0
8.467,167,74.839,67.541,43.266,8.900,0.000,8.900,0.000,1242.836,96.342,0
8.522,168,75.163,67.846,43.266,8.900,0.000,8.900,0.000,1242.391,96.045,0
8.572,169,75.487,68.151,43.266,8.900,0.000,8.900,0.000,1241.946,95.748,0
8.624,170,75.811,68.456,43.266,8.900,0.000,8.900,0.000,1241.502,95.451,0
8.676,171,76.135,68.761,43.266,8.900,0.000,8.900,0.000,1241.057,95.154,0
8.725,172,76.459,69.066,43.266,8.900,0.000,8.900,0.000,1240.612,94.857,0
8.776,173,76.783,69.371,43.266,8.900,0.000,8.900,0.000,1240.168,94.560,0
8.828,174,77.107,69.676,43.266,8.900,0.000,8.900,0.000,1239.723,94.263,0
8.878,175,77.431,69.981,43.266,8.900,0.000,8.900,0.000,1239.278,93.966,0
8.930,176,77.755,70.286,43.266,8.900,0.000,8.900,0.000,1238.833,93.669,0
8.981,177,78.079,70.591,43.266,8.900,0.000,8.900,0.000,1238.389,93.372,0
9.042,178,78.403,70.896,43.266,8.900,0.000,8.900,0.000,1237.944,93.075,0
9.081,179,78.727,71.201,43.266,8.900,0.000,8.900,0.000,1237.499,92.778,0
9.134,180,79.051,71.506,43.266,8.900,0.000,8.900,0.000,1237.054,92.481,0
9.185,181,79.375,71.811,43.266,8.900,0.000,8.900,0.000,1236.610,92.184,0
9.236,182,79.699,72.116,43.266,8.900,0.000,8.900,0.000,1236.165,91.887,0
9.287,183,80.023,72.421,43.266,8.900,0.000,8.900,0.000,1235.720,91.591,0
9.339,184,80.347,72.726,43.266,8.900,0.000,8.900,0.000,1235.275,91.294,0
9.389,185,80.671,73.031,43.266,8.900,0.000,8.900,0.000,1234.831,90.997,0
9.436,186,80.995,73.336,43.266,8.900,0.000,8.900,0.000,1234.386,90.700,0
9.490,187,81.319,73.642,43.361,8.900,0.033,8.900,0.033,1233.941,89.781,0
9.542,188,81.642,73.947,43.361,8.900,0.000,8.900,0.000,1233.496,90.085,0
9.593,189,81.966,74.253,43.361,8.900,0.000,8.900,0.000,1233.052,89.788,0
9.643,190,82.290,74.558,43.361,8.900,0.000,8.900,0.000,1232.607,89.491,0
9.695,191,82.613,74.864,43.361,8.900,0.000,8.900,0.000,1232.162,89.194,0
9.745,192,82.937,75.169,43.361,8.900,0.000,8.900,0.000,1231.717,88.897,0
9.796,193,83.260,75.475,43.361,8.900,0.000,8.900,0.000,1231.273,88.600,0
9.847,194,83.584,75.780,43.361,8.900,0.000,8.900,0.000,1230.828,88.303,0
9.900,195,83.907,76.086,43.361,8.900,0.000,8.900,0.000,1230.383,88.007,0
9.950,196,84.231,76.391,43.361,8.900,0.000,8.900,0.000,1229.938,87.710,0
10.002,197,84.554,76.697,43.361,8.900,0.000,8.900,0.000,1229.494,87.413,0
10.051,198,84.878,77.002,43.361,8.900,0.000,8.900,0.000,1229.049,87.117,0
10.103,199,85.201,77.308,43.361,8.900,0.000,8.900,0.000,1228.604,86.820,0
10.154,200,85.525,77.614,43.361,8.900,0.000,8.900,0.000,1228.159,86.523,0
10.204,201,85.848,77.919,43.361,8.900,0.000,8.900,0.000,1227.715,86.227,0
10.256,202,86.172,78.225,43.361,8.900,0.000,8.900,0.000,1227.270,85.930,0
10.307,203,86.495,78.530,43.361,8.900,0.000,8.900,0.000,1226.825,85.633,0
10.358,204,86.819,78.836,43.361,8.900,0.000,8.900,0.000,1226.380,85.337,0
10.409,205,87.142,79.141,43.361,8.900,0.000,8.900,0.000,1225.936,85.040,0
10.461,206,87.466,79.447,43.361,8.900,0.000,8.900,0.000,1225.491,84.744,0
10.508,207,87.790,79.752,43.361,8.900,0.000,8.900,0.000,1225.046,84.448,0
10.560,208,88.113,80.058,43.361,8.900,0.000,8.900,0.000,1224.601,84.151,0
10.613,209,88.437,80.363,43.361,8.900,0.000,8.900,0.000,1224.157,83.855,0
10.664,210,88.760,80.669,43.361,8.900,0.000,8.900,0.000,1223.712,83.559,0
10.715,211,89.084,80.974,43.361,8.900,0.000,8.900,0.000,1223.267,83.262,0
10.766,212,89.407,81.280,43.361,8.900,0.000,8.900,0.000,1222.822,82.966,0
10.817,213,89.731,81.585,43.361,8.900,0.000,8.900,0.000,1222.378,82.670,0
10.868,214,90.054,81.891,43.361,8.900,0.000,8.900,0.000,1221.933,82.374,0
10.919,215,90.378,82.197,43.361,8.900,0.000,8.900,0.000,1221.488,82.077,0
10.968,216,90.701,82.502,43.361,8.900,0.000,8.900,0.000,1221.043,81.781,0
11.020,217,91.025,82.808,43.361,8.900,0.000,8.900,0.000,1220.599,81.485,0
11.070,218,91.348,83.113,43.361,8.900,0.000,8.900,0.000,1220.154,81.189,0
11.121,219,91.672,83.419,43.361,8.900,0.000,8.900,0.000,1219.709,80.893,0
11.171,220,91.995,83.724,43.361,8.900,0.000,8.900,0.000,1219.264,80.597,0
11.222,221,92.319,84.030,43.361,8.900,0.000,8.900,0.000,1218.820,80.301,0
11.276,222,92.643,84.335,43.361,8.900,0.000,8.900,0.000,1218.375,80.006,0
11.326,223,92.966,84.641,43.361,8.900,0.000,8.900,0.000,1217.930,79.710,0
11.379,224,93.290,84.946,43.361,8.900,0.000,8.900,0.000,1217.485,79.414,0
11.426,225,93.613,85.252,43.361,8.900,0.000,8.900,0.000,1217.041,79.118,0
11.476,226,93.937,85.557,43.361,8.900,0.000,8.900,0.000,1216.596,78.822,0
11.527,227,94.260,85.863,43.361,8.900,0.000,8.900,0.000,1216.151,78.527,0
11.579,228,94.584,86.169,43.361,8.900,0.000,8.900,0.000,1215.706,78.231,0
11.632,229,94.907,86.474,43.361,8.900,0.000,8.900,0.000,1215.262,77.935,0
11.685,230,95.231,86.780,43.361,8.900,0.000,8.900,0.000,1214.817,77.640,0
11.737,231,95.554,87.085,43.361,8.900,0.000,8.900,0.000,1214.372,77.344,0
11.786,232,95.878,87.391,43.361,8.900,0.000,8.900,0.000,1213.927,77.049,0
11.840,233,96.201,87.697,43.457,8.900,0.033,8.900,0.033,1213.483,76.165,0
11.886,234,96.524,88.003,43.457,8.900,0.000,8.900,0.000,1213.038,76.437,0
11.938,235,96.847,88.309,43.457,8.900,0.000,8.900,0.000,1212.593,76.141,0
11.990,236,97.170,88.615,43.457,8.900,0.000,8.900,0.000,1212.148,75.845,0
12.041,237,97.493,88.921,43.457,8.900,0.000,8.900,0.000,1211.703,75.550,0
12.092,238,97.816,89.227,43.457,8.900,0.000,8.900,0.000,1211.259,75.254,0
12.143,239,98.139,89.533,43.457,8.900,0.000,8.900,0.000,1210.814,74.959,0
12.195,240,98.462,89.839,43.457,8.900,0.000,8.900,0.000,1210.369,74.663,0
12.245,241,98.785,90.145,43.457,8.900,0.000,8.900,0.000,1209.924,74.368,0
12.296,242,99.108,90.451,43.457,8.900,0.000,8.900,0.000,1209.480,74.072,0
12.348,243,99.431,90.757,43.457,8.900,0.000,8.900,0.000,1209.035,73.777,0
12.398,244,99.754,91.064,43.457,8.900,0.000,8.900,0.000,1208.590,73.482,0
12.450,245,100.077,91.370,43.457,8.900,0.000,8.900,0.000,1208.145,73.187,0
12.498,246,100.400,91.676,43.457,8.900,0.000,8.900,0.000,1207.700,72.891,0
12.551,247,100.723,91.982,43.457,8.900,0.000,8.900,0.000,1207.256,72.596,0
12.603,248,101.046,92.288,43.457,8.900,0.000,8.900,0.000,1206.811,72.301,0
12.652,249,101.369,92.594,43.457,8.900,0.000,8.900,0.000,1206.366,72.006,0
12.705,250,101.692,92.900,43.457,8.900,0.000,8.900,0.000,1205.921,71.711,0
12.755,251,102.015,93.206,43.457,8.900,0.000,8.900,0.000,1205.477,71.416,0
12.806,252,102.338,93.512,43.457,8.900,0.000,8.900,0.000,1205.032,71.121,0
12.858,253,102.661,93.818,43.457,8.900,0.000,8.900,0.000,1204.587,70.826,0
12.909,254,102.984,94.124,43.457,8.900,0.000,8.900,0.000,1204.142,70.531,0
12.960,255,103.307,94.430,43.457,8.900,0.000,8.900,0.000,1203.698,70.237,0
13.010,256,103.630,94.736,43.457,8.900,0.000,8.900,0.000,1203.253,69.942,0
13.060,257,103.953,95.043,43.457,8.900,0.000,8.900,0.000,1202.808,69.647,0
13.111,258,104.276,95.349,43.457,8.900,0.000,8.900,0.000,1202.363,69.353,0
13.162,259,104.599,95.655,43.457,8.900,0.000,8.900,0.000,1201.918,69.058,0
13.213,260,104.922,95.961,43.457,8.900,0.000,8.900,0.000,1201.474,68.764,0
13.265,261,105.245,96.267,43.457,8.900,0.000,8.900,0.000,1201.029,68.469,0
13.316,262,105.569,96.573,43.457,8.900,0.000,8.900,0.000,1200.584,68.175,0
13.366,263,105.892,96.879,43.457,8.900,0.000,8.900,0.000,1200.139,67.881,0
13.418,264,106.215,97.185,43.457,8.900,0.000,8.900,0.000,1199.695,67.586,0
13.465,265,106.538,97.491,43.457,8.900,0.000,8.900,0.000,1199.250,67.292,0
13.517,266,106.861,97.797,43.457,8.900,0.000,8.900,0.000,1198.805,66.998,0
13.568,267,107.184,98.103,43.457,8.900,0.000,8.900,0.000,1198.360,66.704,0
13.620,268,107.507,98.409,43.457,8.900,0.000,8.900,0.000,1197.916,66.410,0
13.671,269,107.830,98.715,43.457,8.900,0.000,8.900,0.000,1197.471,66.116,0
13.722,270,108.153,99.022,43.457,8.900,0.000,8.900,0.000,1197.026,65.822,0
13.772,271,108.476,99.328,43.457,8.900,0.000,8.900,0.000,1196.581,65.528,0
13.826,272,108.799,99.634,43.457,8.900,0.000,8.900,0.000,1196.136,65.234,0
13.876,273,109.122,99.940,43.457,8.900,0.000,8.900,0.000,1195.692,64.940,0
13.925,274,109.445,100.246,43.457,8.900,0.000,8.900,0.000,1195.247,64.647,0
13.978,275,109.768,100.552,43.457,8.900,0.000,8.900,0.000,1194.802,64.353,0
14.028,276,110.091,100.858,43.457,8.900,0.000,8.900,0.000,1194.357,64.060,0
14.078,277,110.414,101.164,43.457,8.900,0.000,8.900,0.000,1193.913,63.766,0
14.129,278,110.737,101.470,43.457,8.900,0.000,8.900,0.000,1193.468,63.473,0
14.180,279,111.060,101.776,43.457,8.900,0.000,8.900,0.000,1193.023,63.179,0
14.231,280,111.383,102.082,43.457,8.900,0.000,8.900,0.000,1192.578,62.886,0
14.281,281,111.706,102.388,43.457,8.900,0.000,8.900,0.000,1192.134,62.593,0
14.332,282,112.029,102.694,43.457,8.900,0.000,8.900,0.000,1191.689,62.300,0
14.383,283,112.352,103.000,43.457,8.900,0.000,8.900,0.000,1191.244,62.007,0
14.434,284,112.675,103.307,43.457,8.900,0.000,8.900,0.000,1190.799,61.713,0
14.486,285,112.998,103.613,43.457,8.900,0.000,8.900,0.000,1190.355,61.421,0
14.539,286,113.321,103.919,43.457,8.900,0.000,8.900,0.000,1189.910,61.128,0
14.589,287,113.644,104.225,43.457,8.900,0.000,8.900,0.000,1189.465,60.835,0
14.642,288,113.967,104.531,43.457,8.900,0.000,8.900,0.000,1189.020,60.542,0
14.692,289,114.290,104.837,43.457,8.900,0.000,8.900,0.000,1188.575,60.249,0
14.744,290,114.613,105.143,43.457,8.900,0.000,8.900,0.000,1188.131,59.957,0
14.794,291,114.936,105.449,43.457,8.900,0.000,8.900,0.000,1187.686,59.664,0
14.846,292,115.259,105.755,43.457,8.900,0.000,8.900,0.000,1187.241,59.372,0
14.896,293,115.582,106.061,43.457,8.900,0.000,8.900,0.000,1186.796,59.079,0
14.947,294,115.905,106.367,43.457,8.900,0.000,8.900,0.000,1186.352,58.787,0
14.998,295,116.228,106.673,43.457,8.900,0.000,8.900,0.000,1185.907,58.495,0
15.049,296,116.551,106.979,43.457,8.900,0.000,8.900,0.000,1185.462,58.203,0
15.102,297,116.874,107.286,43.457,8.900,0.000,8.900,0.000,1185.017,57.911,0
15.153,298,117.197,107.592,43.457,8.900,0.000,8.900,0.000,1184.573,57.619,0
15.204,299,117.520,107.898,43.457,8.900,0.000,8.900,0.000,1184.128,57.327,0
15.255,300,117.843,108.204,43.457,8.900,0.000,8.900,0.000,1183.683,57.035,0
15.307,301,118.166,108.510,43.457,8.900,0.000,8.900,0.000,1183.238,56.743,0
15.356,302,118.489,108.816,43.457,8.900,0.000,8.900,0.000,1182.794,56.451,0
15.408,303,118.812,109.122,43.457,8.900,0.000,8.900,0.000,1182.349,56.160,0
15.459,304,119.135,109.428,43.457,8.900,0.000,8.900,0.000,1181.904,55.868,0
15.507,305,119.458,109.734,43.457,8.900,0.000,8.900,0.000,1181.459,55.577,0
15.558,306,119.781,110.040,43.457,8.900,0.000,8.900,0.000,1181.015,55.285,0
15.608,307,120.104,110.346,43.457,8.900,0.000,8.900,0.000,1180.570,54.994,0
15.659,308,120.428,110.652,43.457,8.900,0.000,8.900,0.000,1180.125,54.703,0
15.712,309,120.751,110.958,43.457,8.900,0.000,8.900,0.000,1179.680,54.412,0
